student_id,sentence_id,audio_file,mel_file,ground_truth,transcript,wer,cer,fluency_label,fluency_label_wer,length_class,duration_s,speech_duration_s,hesitation_count,mean_pause_s,zcr,energy_variance,chars_per_sec
S015,040,S015_040.wav,S015_040_mel.npy,මුල් ගුරුතුමා කීවේය,මුල් ගුරුතුමා කීරුය.,0.3333,0.1176,1,1,short,2.283,1.856,1,0.16,0.0835,0.004921,9.159
S015,041,S015_041.wav,S015_041_mel.npy,අද පුස්තකාල පන්තියක් කරමු,අද කුෂ්ත කුෂ්ත කාල පන්තියක් කරමු,0.75,0.3182,1,2,short,4.139,3.136,2,0.352,0.1507,0.005676,7.015
S015,042,S015_042.wav,S015_042_mel.npy,මම ගල්පරයක ඇලී ජීවත් වුනෙමි,මම ගල් පරයක ඇලී ජීවත් වුණෙනු,0.6,0.087,0,2,short,2.923,2.368,0,0.0,0.0915,0.003741,9.713
S015,043,S015_043.wav,S015_043_mel.npy,බෙලි කටුව කතා කරයි,දෙන්ලි කටුව කතා කරයි.,0.25,0.2,1,1,short,1.877,1.696,0,0.0,0.0909,0.005147,8.844
S015,044,S015_044.wav,S015_044_mel.npy,සති අන්තේ නිවාඩුවට බිංදුලා ගමේ ගියා,සතියන්තයෙන් නිවාරුවට බින්දුලා ගමේ ගියා,0.6667,0.2667,1,2,long,3.392,3.104,0,0.0,0.1051,0.002138,9.665
S015,045,S015_045.wav,S015_045_mel.npy,මොනවාද ඒවායේ නම්,බුනෝද ඒවාය නම්,0.6667,0.3571,2,2,short,2.283,1.792,0,0.0,0.0993,0.005984,7.812
S015,046,S015_046.wav,S015_046_mel.npy,නංගි උත්තර දුන්නා,රංගි ඉතර ගුන්නා.,1.0,0.3333,1,2,short,2.219,1.664,0,0.0,0.1277,0.00999,9.014
S015,047,S015_047.wav,S015_047_mel.npy,පාර කියන අත්තම්මා,පාර හියන අත්තම්ම,0.6667,0.1333,1,2,short,2.347,1.536,0,0.0,0.0999,0.007968,9.766
S015,048,S015_048.wav,S015_048_mel.npy,ඇයගේ කැපවීම පුදුමාකාරය,ඇගේ කැපවීම පුතුමා කාරයේ,1.0,0.15,1,2,short,2.923,2.24,0,0.0,0.1134,0.004064,8.929
S015,049,S015_049.wav,S015_049_mel.npy,මිනිසාගේ පරම යුතුකම මිනිසාට සේවය කිරීම,මිනිසාගේ පරුම ඇතුකම විනිසාට සේවය කිරීම,0.5,0.1212,1,2,long,5.013,3.872,1,0.48,0.1309,0.003366,8.523
S015,050,S015_050.wav,S015_050_mel.npy,අපි මේ වන විට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,අපි මේ වන රිට කය දොළහක් වැඩ කර කය දොළහක් විවේක ගත්තා,0.25,0.1163,1,1,long,7.019,5.344,2,0.592,0.0981,0.002271,8.046
S015,051,S015_051.wav,S015_051_mel.npy,අප කවුරුත් පුදුමයට පත්කරමින් ඈට පණ ආවා,අප කවුරුත් පුර්මයට පත්කමින් ඈට පනාවක්,0.5714,0.1875,1,2,long,4.267,3.68,2,0.176,0.1337,0.002269,8.696
S015,052,S015_052.wav,S015_052_mel.npy,සුගන්ධවත් පුෂ්පයෝ අපගේ සොහොයුරියෝය,සුගන්දවත් පුෂ්පයෝ අපගේ සො වොහෝ යුරවො වෙති.,1.0,0.2903,1,2,short,4.885,4.096,1,0.32,0.14,0.004702,7.568
S015,053,S015_053.wav,S015_053_mel.npy,ගංගාවෝ අපගේ සොහොයුරෝ වෙති,ගංගා වො අපගේ සොහොත්තෝ වෙති,0.75,0.1818,1,2,short,3.947,2.88,2,0.416,0.0913,0.008233,7.639
S015,054,S015_054.wav,S015_054_mel.npy,නංගී මට නොදී කිසිවක් නොකනවා ඇතැයි මට සිතේ,නංගී මට නොදී කිසිවි නොකනෝ ඇතැයි මට සිති.,0.375,0.1471,1,1,long,4.523,3.712,1,0.512,0.1329,0.003883,9.159
S015,055,S015_055.wav,S015_055_mel.npy,නංගි උදේ පාන්දරින්ම නැගිටියි,නම්ගේ උදේ පාන්දනයෙන් මනගිතින්,0.75,0.4,2,2,short,3.008,2.528,0,0.0,0.1224,0.003081,9.889
S015,056,S015_056.wav,S015_056_mel.npy,ඈ මා ගෙදර යන විට අසනු ඇත,ඈ මාව් ගෙදර යන විට අසනු ඇත.,0.1429,0.1111,1,1,long,4.267,3.168,1,0.608,0.1278,0.003156,5.682
S015,057,S015_057.wav,S015_057_mel.npy,ගොවිතැන සඳහා භාවිත වන උපකරණ එකින් එක විස්තර කරද්දී ළමයි සාවධානව අසා සිටියහ,ගොවිතෙන සදහා බාජා වන ඔපකරන වෙකින් එක විස්ථය කරද්දී ළමයි ස්ථාව දානවසා සිටියහ.,0.6154,0.1935,1,2,long,10.133,7.776,4,0.408,0.1225,0.005059,7.973
S015,058,S015_058.wav,S015_058_mel.npy,ළමයි පොල්තෙල් හිඳීමට භාවිත කරන සෙක්කුව අසලට රැස් වූහ,ලමල් පොල් තෙල් හිදීමට බාල් සෙක්තුවසුලට රැක්සූහ.,1.0,0.3182,1,2,long,5.547,4.192,1,0.544,0.1123,0.006797,10.496
S015,059,S015_059.wav,S015_059_mel.npy,ඒ ගොල්ලන්ට අලුත් ක්‍රමයක් හොයා ගන්න වෙනවා,ඒ ගොල්ගන්ට අලු ශ්‍රමයක් හයාගන්න වෙනවා,0.7143,0.1429,1,2,long,3.477,2.976,0,0.0,0.0896,0.004718,11.761
S015,060,S015_060.wav,S015_060_mel.npy,බොහෝ දෙනෙක් මම එනතුරු බලා ගෙන හිටියා,බොහෝ දෙනෙක් මොම එන කළු බලාගෙන හිටියා,0.5714,0.1333,1,2,long,3.904,3.456,0,0.0,0.1071,0.006004,8.681
S015,061,S015_061.wav,S015_061_mel.npy,මට ආරංචි වුණා රජතුමාගේ ගුහාව ළඟ අනතුරක් කියලා,මට ආරංචුණා රචතුමාගේ ගුහාවලග අනතුරක් කියලා,0.625,0.1053,1,2,long,5.547,4.416,1,0.32,0.1041,0.002793,8.605
S015,062,S015_062.wav,S015_062_mel.npy,පැය අටකට පසු ඔවුන්ට පියාපත් සලන හඬක් ඇසිණි,රැය අටකට පස්තු ඔවුන් පියාපත් සලන හදක් ඇසිනු,0.625,0.1714,1,2,long,4.885,4.128,1,0.384,0.1291,0.003961,8.479
S015,063,S015_063.wav,S015_063_mel.npy,මිනිසුන් ගැන විස්තර දැනගන්න බොහෝ ක්‍රම තියෙනවා,මිනිසුන් ගැන ස්තර දැනගන්න බොහෝ ත්‍රමතියනවා,0.4286,0.1,0,2,long,5.12,3.68,2,0.56,0.1086,0.00564,10.87
S015,064,S015_064.wav,S015_064_mel.npy,ඔබට දින හතරක් දෙමි,ඔබට දිය දින හතරක් දෙනි,0.5,0.2667,1,2,short,3.072,2.24,1,0.672,0.0856,0.005258,6.696
S015,065,S015_065.wav,S015_065_mel.npy,ඇදුරුතුමා බෙහෙවින් සතුටට පත් විය,ඇදුරුතුමා බෙහෙවෙන් සතුතුත්තපත් විය.,0.6,0.2143,1,2,short,3.883,3.232,1,0.416,0.0912,0.004684,8.663
S015,066,S015_066.wav,S015_066_mel.npy,ඔබට පේන්නේ කුමක්දැයි මම ඇසුවෙමි,ඔබට පිණෙන්නේ කුමක්ටයි ඇසුවෙම,0.8,0.2963,1,2,short,3.008,2.688,0,0.0,0.1081,0.004789,10.045
S015,067,S015_067.wav,S015_067_mel.npy,මෙතැන තමයි හොඳම තැන,මෙතෙන තමායි හොදමුත් වෙන,1.0,0.4375,2,2,short,2.133,2.037,0,0.0,0.083,0.004056,7.853
S015,068,S015_068.wav,S015_068_mel.npy,ඇය කාචය සකස් කර නැවත බැලූවාය,එය කාචයේ සකස් කර නැමෙත බැලුවයි.,0.6667,0.3043,1,2,long,3.925,3.04,1,0.544,0.125,0.004669,7.566
S016,001,S016_001.wav,S016_001_mel.npy,යාළුවෝ හැමදෙනාම නිදහස් උත්සවය බැලුවා,අළව හැම දෙනාම් නිදහස් සුද්සව එබලුවක්,1.0,0.375,2,2,short,2.411,2.368,0,0.0,0.0884,0.006036,13.514
S016,002,S016_002.wav,S016_002_mel.npy,කවිඳු යාළුවොත් එක්ක මිදුලේ සෙල්ලම් කරමින් සිටියා,කමිනු යාලොත් එක්ක මිදු ලේ සෙල්ලං කර මිනිකියක්,1.0,0.2619,1,2,long,2.944,2.816,0,0.0,0.1003,0.004496,14.915
S016,003,S016_003.wav,S016_003_mel.npy,අපේ රටේ නිදහස් උත්සවය,එරටේ නිඩව සුත්සුයි,1.0,0.5,2,2,short,1.749,1.44,0,0.0,0.1481,0.007272,12.5
S016,004,S016_004.wav,S016_004_mel.npy,මම කෝෂය ඇතුලේ සති දෙකක් විතර හිටියා,මුමු කෝෂය ඇතුලේ සති දෙකකුය කර හිටිය.,0.5714,0.2414,1,2,long,2.603,2.528,0,0.0,0.1556,0.004253,11.472
S016,005,S016_005.wav,S016_005_mel.npy,පොත් කියවීමෙන් මිනිසා සම්පූර්ණ වේ,ගොත් කියවීමෙන් මිනිසා සම්පේර්මයි,0.6,0.1724,1,2,short,2.411,2.315,0,0.0,0.1466,0.004011,12.529
S016,006,S016_006.wav,S016_006_mel.npy,මුහුද හරිම ලස්සනයි,මුහුද හරිම ලස්සන්,0.3333,0.125,1,1,short,1.408,1.344,0,0.0,0.1423,0.007943,11.905
S016,007,S016_007.wav,S016_007_mel.npy,හැමෝම එකට අත් අල්ලා ගන්න,හැවෝම එකට අත්අල්ලා ගන්න,0.6,0.05,0,2,short,2.453,1.952,0,0.0,0.1258,0.005134,10.246
S016,008,S016_008.wav,S016_008_mel.npy,මම එහෙනම් නාගෙන එන්නම්,මම එහෙනම් නාගෙනෙන්න,0.5,0.1579,1,2,short,2.347,1.76,1,0.288,0.1076,0.006371,10.795
S016,009,S016_009.wav,S016_009_mel.npy,අපි අද පොල් කැඩුවා,අපි අදපොල් කෙඩුව,0.75,0.1333,1,2,short,1.6,1.184,0,0.0,0.107,0.004265,12.669
S016,010,S016_010.wav,S016_010_mel.npy,"ඇයි හිනා වෙන්නේ, මට රජ වෙන්න බැරිද",ඇයි හිනාවෙන්නෙ මට රජ වෙන්න වැරිද?,0.4286,0.0741,0,2,long,2.603,2.368,1,0.192,0.1263,0.003245,11.824
S016,011,S016_011.wav,S016_011_mel.npy,දුව සටහන් පොතේ මොනවාද ලියා ගත්තේ,දුව සටහන් පොතේ මොනවා දුව ලියක් දුව සටහන් පොතේ මොනවා දළියා ගත්තේ,1.0,0.9259,2,2,long,6.016,5.6,0,0.0,0.1559,0.002136,4.821
S016,012,S016_012.wav,S016_012_mel.npy,ඉතින් මෙච්චර පරක්කු වුනේ ඇයි,ඉතින් මෙචර පරක්‌තුනේ ඇයි,0.6,0.2083,1,2,short,2.283,1.92,0,0.0,0.1202,0.00342,12.5
S016,013,S016_013.wav,S016_013_mel.npy,දවසක් අම්මා අශ්ව පැටියාගෙන් උදව්වක් ඉල්ලුවා,දවසක් අම්මා අශ්‍ය පැටියාගෙන් උදව්වක් ඉල්ලුව,0.3333,0.0789,0,1,long,3.541,3.072,0,0.0,0.131,0.003594,12.37
S016,014,S016_014.wav,S016_014_mel.npy,ඔය ගඟ හරි ගැඹුරුයි,ඔය ගඟ හරිම ගැඹුරුයි,0.25,0.0667,0,1,short,1.941,1.408,0,0.0,0.0983,0.00282,10.653
S016,015,S016_015.wav,S016_015_mel.npy,අශ්ව පැටියා ඉක්මනින් ගෙදර එනවා දැකලා අම්මා පුදුම වුනා,ර්ෂ පැටියා ඉත්මනින්ම ගෙදර එනවා දැකල අම්මා පුදුමුණ.,0.5556,0.1778,1,2,long,4.331,4.224,0,0.0,0.1233,0.003214,10.653
S016,016,S016_016.wav,S016_016_mel.npy,"සිටුතුමනි, අපට අනුකම්පා කරනු මැනවි",සිටුතුමනි අප ටානුකම්පා ගරනු මැනවි.,0.6,0.069,0,2,short,3.925,3.136,2,0.32,0.1103,0.002652,9.566
S016,017,S016_017.wav,S016_017_mel.npy,බරෙන් වැඩි වන්නේ ගසක මුල කොටසද,බරෙන් වැඩි වැඩි වන්නේ ගසක මුල් කොටසද,0.3333,0.2,1,1,long,4.011,3.371,1,0.576,0.1225,0.002152,7.417
S016,018,S016_018.wav,S016_018_mel.npy,රයිට් සහෝදරයන්ගේ පියා ඔවුන් පුංචිකාලයේ දී කඩදාසි සහ රබර් පටිවලින් සෙල්ලම් අහස් යානා තනා දුන්නේය,රයිත් සහෝදර්ධ ර්යයන්ගේ පියා ඔවුන් කුන්කාලයේ සිට කඩාසි සහරපත් පටිවළින් සෙල්ලං මහස්‍යානා තනා දුන්නේ,0.8,0.2593,1,2,long,8.811,7.68,2,0.32,0.1231,0.003287,10.547
S016,019,S016_019.wav,S016_019_mel.npy,පසු කලෙක ඔවුහු බයිසිකල් වැඩ වැඩපොළක් ඇරඹූහ,අස් කාලෙක ඔහු බයිස් කල්ව ඩපොලක් ඇරමූහ.,1.0,0.3056,1,2,long,3.669,3.136,1,0.192,0.0967,0.004451,11.48
S016,020,S016_020.wav,S016_020_mel.npy,දැන් හැමෝම වාඩිවෙන්න,දැන් හැමෝම වාඩිවෙන්නෙ,0.3333,0.0556,0,1,short,1.451,1.291,0,0.0,0.0619,0.004582,13.946
S016,021,S016_021.wav,S016_021_mel.npy,අපි ඊළඟ දවසේ තවත් සෙල්ලමක් කරමු,අපි ඉලඟ දවස්සේ තවත් සෙල්ලක් කරමු.,0.5,0.1538,1,2,long,4.181,3.264,2,0.24,0.1592,0.003853,7.966
S016,022,S016_022.wav,S016_022_mel.npy,මේ සිහින අප නින්දේ දී දකින සිහින නම් නොවේ,මේ සිහිත් මේ අපි නිදේදී දක්න සිහිනේ නොවෙයි.,0.8889,0.3939,2,2,long,4.267,3.296,2,0.176,0.11,0.002551,10.012
S016,023,S016_023.wav,S016_023_mel.npy,ඇගේ ගම ගිංතොට ය,ඇගේ හමගින්තටේ,0.75,0.4167,2,2,short,1.813,1.28,0,0.0,0.0908,0.005817,9.375
S016,024,S016_024.wav,S016_024_mel.npy,මේ පුංචි දැරිය ඇගේ ප්‍රියතම වැඩිහිටි නෑදෑයා ගැන පසු කලෙක එසේ කීවාය,මේ පුංචි දඩිය ඇගේ ප්‍රියතම වැඩිහිති නෑත්දේ අගන පසුකාලික වෙසේ කිවල්,0.6667,0.2909,1,2,long,6.4,5.248,1,0.48,0.1108,0.005023,10.48
S016,025,S016_025.wav,S016_025_mel.npy,පින්තූර මගින් කතා කීම ඈත කාලයේ සිට පැවත එන ක්‍රමයකි,බින්තූර මගින් කතා කිරීම ඇතා කාලයේ සිට පැවතෙන ක්‍රමුයක්,0.6,0.1905,1,2,long,5.077,4.064,1,0.672,0.098,0.00492,10.335
S016,026,S016_026.wav,S016_026_mel.npy,මකුළුවා තණ බිස්සේ හැංගුනා,මකුලවා තනෙබිස්සේ හැඟුණ,1.0,0.2273,1,2,short,2.219,1.92,0,0.0,0.1159,0.004159,11.458
S016,027,S016_027.wav,S016_027_mel.npy,එළියේ ලස්සන ගැහැණු ළමයෙක් හිටගෙන හිටියා,එළිය එළියේ ලස්සන ගෑන් ළමයෙක් තිටවෙන හිටිය,0.6667,0.3235,1,2,long,4.651,3.68,2,0.4,0.1151,0.004047,9.239
S016,028,S016_028.wav,S016_028_mel.npy,අතරමගදී ඉතාම භයානක දෙයක් සිදුවුණා,අතර මගදී ඉටාම භයානක දෙයක් සිදුවුණා,0.6,0.0345,0,2,short,3.136,2.848,0,0.0,0.1098,0.005259,10.183
S016,029,S016_029.wav,S016_029_mel.npy,සර්පයා මහා විශාලෙට කට ඇරියා,සප්‍යා මහ විශාල්ලට කටහිරියක්,1.0,0.3913,2,2,short,2.475,1.984,0,0.0,0.1333,0.003101,11.593
S016,030,S016_030.wav,S016_030_mel.npy,ටිකක් හිතලා බලන්නකෝ,ටිකක් කිතලා බලන්නකෝ.,0.3333,0.0588,0,1,short,1.856,1.504,0,0.0,0.0931,0.004853,11.303
S016,031,S016_031.wav,S016_031_mel.npy,තනියෙන් ලියන්න,තනියෙන් ලියන්න,0.0,0.0,0,0,short,1.152,0.992,0,0.0,0.1016,0.004005,13.105
S016,032,S016_032.wav,S016_032_mel.npy,පස්වැනි ගුණාංගය,පස්සැනි ගුණා.,1.0,0.2857,1,2,short,1.131,0.992,0,0.0,0.1443,0.008388,14.113
S016,033,S016_033.wav,S016_033_mel.npy,බරණැස් නුවර සිටුවරයෙක් වාසය කළේය,බර නැස් නුවර සිටුවරේ ක්වාසය කළේය.,0.8,0.0714,0,2,short,3.115,2.848,1,0.256,0.134,0.005485,9.831
S016,034,S016_034.wav,S016_034_mel.npy,නායකතුමා මෙසේ පිළිතුරු දුන්නේය,නායක සිත්‍යතුමා මෙසේතර පිළිතුරු දුන්නේ,1.0,0.3333,1,2,short,3.989,3.061,2,0.432,0.1407,0.004593,8.82
S016,035,S016_035.wav,S016_035_mel.npy,තේරවිලි වර්ග කිහිපයක් තිබේ,තේරවිලි වර්ග කිහිපයක් තිබේ.,0.0,0.0,0,0,short,2.176,1.856,0,0.0,0.0812,0.004043,12.392
S016,036,S016_036.wav,S016_036_mel.npy,අපේ සීයා කතන්දර කීමට සමතෙකි,අපේ සීයා කතන්දර කීමට සමතකි.,0.2,0.0435,0,1,short,3.392,2.688,1,0.32,0.1433,0.005382,8.557
S016,037,S016_037.wav,S016_037_mel.npy,මේ අය අතරමගදී අම්බලමක නතර වුණා,මේ අය අතර මඟදී අම්බලමකන අතරුන,0.6667,0.16,1,2,long,3.605,2.912,1,0.192,0.0945,0.002662,8.585
S016,038,S016_038.wav,S016_038_mel.npy,හරි අපූරු කතාවක්,අරියපූරු කත්තාවක්,1.0,0.2857,1,2,short,1.536,1.344,0,0.0,0.0888,0.005766,10.417
S016,039,S016_039.wav,S016_039_mel.npy,කටුස්සාගේ කරේ රත්තරන් බැන්දා වගෙයි,කටුස්සාදය කරේ රත්තරම් වැද්දාවාගේ,0.8,0.3,1,2,short,2.816,2.624,0,0.0,0.1172,0.004148,11.433
S016,040,S016_040.wav,S016_040_mel.npy,මුල් ගුරුතුමා කීවේය,මුල් ගුරුතුමා කීවෙයි.,0.3333,0.1176,1,1,short,1.941,1.504,0,0.0,0.0926,0.005692,11.303
S016,041,S016_041.wav,S016_041_mel.npy,අද පුස්තකාල පන්තියක් කරමු,අද පුස්තකාලයේ පන්ති පුස්තකාල පන්තියක් කරමු,0.5,0.6818,2,2,short,4.672,3.392,2,0.304,0.1088,0.005848,6.486
S016,042,S016_042.wav,S016_042_mel.npy,මම ගල්පරයක ඇලී ජීවත් වුනෙමි,මම ගල් පරයක්ක ඇලී ජීවත් වුණෙමි.,0.4,0.087,0,1,short,3.2,2.496,1,0.416,0.0841,0.006745,9.215
S016,043,S016_043.wav,S016_043_mel.npy,බෙලි කටුව කතා කරයි,බැන්ලි කටුව කතා කරයි.,0.25,0.2,1,1,short,2.731,1.888,1,0.576,0.0871,0.006602,7.945
S016,044,S016_044.wav,S016_044_mel.npy,සති අන්තේ නිවාඩුවට බිංදුලා ගමේ ගියා,සති අන්තයේ නිවාඩුවට බින්දුලා ගමේ ගියක්,0.5,0.1667,1,2,long,2.923,2.752,0,0.0,0.0946,0.003355,10.901
S016,045,S016_045.wav,S016_045_mel.npy,මොනවාද ඒවායේ නම්,මොනවාද ඒවායේ නම්,0.0,0.0,0,0,short,2.837,2.016,1,0.512,0.0882,0.004766,6.944
S016,046,S016_046.wav,S016_046_mel.npy,නංගි උත්තර දුන්නා,නඟියුත්තර දුන්නක්,1.0,0.4,2,2,short,1.472,1.216,0,0.0,0.0821,0.005197,12.336
S016,047,S016_047.wav,S016_047_mel.npy,පාර කියන අත්තම්මා,පාර කියන්න අත් පාර කියන අත්තමා,1.0,0.8,2,2,short,3.008,2.112,1,0.384,0.1041,0.004774,7.102
S016,048,S016_048.wav,S016_048_mel.npy,ඇයගේ කැපවීම පුදුමාකාරය,ඇයගේන් කැපවීම පුදුමා කාරය,1.0,0.1,0,2,short,4.203,2.955,1,0.768,0.1296,0.005392,6.769
S016,049,S016_049.wav,S016_049_mel.npy,මිනිසාගේ පරම යුතුකම මිනිසාට සේවය කිරීම,මිනිසාගේ පරම යුතුම්ම මිනිසාට සේවය කිරීම,0.1667,0.0606,0,1,long,3.477,3.477,0,0.0,0.1725,0.003905,9.49
S016,050,S016_050.wav,S016_050_mel.npy,අපි මේ වන විට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,අප මේ උයන විච පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,0.25,0.093,0,1,long,5.611,5.376,0,0.0,0.1353,0.003851,7.999
S016,051,S016_051.wav,S016_051_mel.npy,අප කවුරුත් පුදුමයට පත්කරමින් ඈට පණ ආවා,අප කවුරුත් පුදු මේ පත් කරමින් ඈට පනාව,0.8571,0.125,1,2,long,4.8,3.776,2,0.368,0.1175,0.003416,8.475
S016,052,S016_052.wav,S016_052_mel.npy,සුගන්ධවත් පුෂ්පයෝ අපගේ සොහොයුරියෝය,සුගන්දවස් කෘෂ්තයෝ අපකේ සහයුගියෝ ය.,1.0,0.2581,1,2,short,3.413,2.88,0,0.0,0.0854,0.003755,10.764
S016,053,S016_053.wav,S016_053_mel.npy,ගංගාවෝ අපගේ සොහොයුරෝ වෙති,ගංගාගෝ අපගේ ස්වේරෝ වෙති,0.5,0.2727,1,2,short,2.987,2.592,1,0.16,0.1205,0.00606,8.488
S016,054,S016_054.wav,S016_054_mel.npy,නංගී මට නොදී කිසිවක් නොකනවා ඇතැයි මට සිතේ,නංගී මට නොදේ කිසිවන් නොකනවා ඇතැයි මට සිතේ,0.25,0.0588,0,1,long,4.672,4.032,1,0.416,0.1348,0.005069,8.433
S016,055,S016_055.wav,S016_055_mel.npy,නංගි උදේ පාන්දරින්ම නැගිටියි,නංගී උදේ පාන්දරින්ම නැගිටී,0.5,0.16,1,2,short,2.944,2.4,1,0.224,0.1054,0.004018,10.417
S016,056,S016_056.wav,S016_056_mel.npy,ඈ මා ගෙදර යන විට අසනු ඇත,ඈමා ගෙදරේ අනවිට අසනු ඇත.,0.7143,0.1111,1,2,long,2.539,2.368,0,0.0,0.1434,0.001632,7.601
S016,057,S016_057.wav,S016_057_mel.npy,ගොවිතැන සඳහා භාවිත වන උපකරණ එකින් එක විස්තර කරද්දී ළමයි සාවධානව අසා සිටියහ,ගොවිතන සඳහා භවිතා වන උපකරන එකින්නෙක විස්තර කරදී ළමයි සාවදානව අසා සිටියහ.,0.3846,0.1129,1,1,long,10.283,7.872,6,0.331,0.1394,0.003401,7.876
S016,058,S016_058.wav,S016_058_mel.npy,ළමයි පොල්තෙල් හිඳීමට භාවිත කරන සෙක්කුව අසලට රැස් වූහ,ළමයි පොල්තරි හිඳීමට භාවිත කරන සෙක්වව අසවට රැස්වුහ.,0.5556,0.1591,1,2,long,4.352,4.16,0,0.0,0.1282,0.005334,10.577
S016,059,S016_059.wav,S016_059_mel.npy,ඒ ගොල්ලන්ට අලුත් ක්‍රමයක් හොයා ගන්න වෙනවා,ඒ ගොල්ලන්ට අලුත්ක්‍රමය කොයා ගන්න වෙනවා.,0.4286,0.0571,0,2,long,3.584,3.072,1,0.224,0.0918,0.004556,11.393
S016,060,S016_060.wav,S016_060_mel.npy,බොහෝ දෙනෙක් මම එනතුරු බලා ගෙන හිටියා,බොහෝ දැනෙක් මම ඇනතුරු වලා බලා ගෙනස් සිටියා,0.7143,0.2667,1,2,long,6.272,4.288,4,0.432,0.1204,0.004986,6.996
S016,061,S016_061.wav,S016_061_mel.npy,මට ආරංචි වුණා රජතුමාගේ ගුහාව ළඟ අනතුරක් කියලා,මට ආරංචි වුණා රජතුමාගේ ගුහාව රලගානතුරක් කියලා,0.25,0.0789,0,1,long,5.952,4.48,1,0.704,0.0998,0.005963,8.482
S016,062,S016_062.wav,S016_062_mel.npy,පැය අටකට පසු ඔවුන්ට පියාපත් සලන හඬක් ඇසිණි,ටය අටගට පසු ඔවුන්ට් පියාපත් සලන හඬක් එහුණි.,0.5,0.2,1,2,long,4.011,3.36,0,0.0,0.1234,0.00613,10.417
S016,063,S016_063.wav,S016_063_mel.npy,මිනිසුන් ගැන විස්තර දැනගන්න බොහෝ ක්‍රම තියෙනවා,මිනිසුන් ගැන විස්තර දැනක් ගන්න බොහෝ ප්‍රම්මතියනවා,0.5714,0.15,1,2,long,5.013,3.968,2,0.256,0.1013,0.005073,10.081
S016,064,S016_064.wav,S016_064_mel.npy,ඔබට දින හතරක් දෙමි,ඔබට ආද දින හතරක්දෙමි.,0.75,0.1333,1,2,short,2.411,2.155,0,0.0,0.0738,0.00489,6.962
S016,065,S016_065.wav,S016_065_mel.npy,ඇදුරුතුමා බෙහෙවින් සතුටට පත් විය,ඇදුරුතුමා වෙහෙවින් සතුට්‍රට පත්විය.,0.8,0.1429,1,2,short,2.603,2.4,0,0.0,0.1045,0.005603,11.667
S016,066,S016_066.wav,S016_066_mel.npy,ඔබට පේන්නේ කුමක්දැයි මම ඇසුවෙමි,ඔබට පෙන්නේ කුමක් දැයි මමා ශුයමි.,1.0,0.1852,1,2,short,6.08,3.648,3,0.491,0.1137,0.003691,7.401
S016,067,S016_067.wav,S016_067_mel.npy,මෙතැන තමයි හොඳම තැන,මෙත්තෙන තමයි හොන්දම්ම තැන,0.5,0.5,2,2,short,3.072,2.112,0,0.0,0.1292,0.005745,7.576
S016,068,S016_068.wav,S016_068_mel.npy,ඇය කාචය සකස් කර නැවත බැලූවාය,ඇය කාචය සකස් කර නැවත බැලුවාය,0.1667,0.0435,0,1,long,3.328,2.816,0,0.0,0.1434,0.004163,8.168
S017,001,S017_001.wav,S017_001_mel.npy,යාළුවෝ හැමදෙනාම නිදහස් උත්සවය බැලුවා,යාලෝ හැමදෙලාම හිදහස් සුසුස බැලුවා,0.8,0.2812,1,2,short,3.605,3.168,0,0.0,0.1135,0.002712,10.101
S017,002,S017_002.wav,S017_002_mel.npy,කවිඳු යාළුවොත් එක්ක මිදුලේ සෙල්ලම් කරමින් සිටියා,කවිඳුයාලුවොත් එක්ම ඉදුලේ සෙලක්කර්මි හිටියා.,1.0,0.2143,1,2,long,3.947,3.392,0,0.0,0.1276,0.002928,12.382
S017,003,S017_003.wav,S017_003_mel.npy,අපේ රටේ නිදහස් උත්සවය,අපේ රටේනේ තහතු උත්සවය,0.5,0.2222,1,2,short,2.197,1.952,0,0.0,0.1225,0.003796,9.221
S017,004,S017_004.wav,S017_004_mel.npy,මම කෝෂය ඇතුලේ සති දෙකක් විතර හිටියා,මම කෝෂයේ ඇතුළේ සක්දෙකක් විතර හිටියා.,0.4286,0.1034,1,2,long,3.456,2.848,0,0.0,0.1364,0.003257,10.183
S017,005,S017_005.wav,S017_005_mel.npy,පොත් කියවීමෙන් මිනිසා සම්පූර්ණ වේ,පොට් කියවීමෙන් මෙනසා සම්පූර්ණ වේ.,0.4,0.1034,1,1,short,3.2,2.72,0,0.0,0.1182,0.005182,10.662
S017,006,S017_006.wav,S017_006_mel.npy,මුහුද හරිම ලස්සනයි,මෝද හරිම ලස්සනයි.,0.3333,0.1875,1,1,short,1.813,1.568,0,0.0,0.1111,0.002959,10.204
S017,007,S017_007.wav,S017_007_mel.npy,හැමෝම එකට අත් අල්ලා ගන්න,හැමෝම එකට අත්තල්වා ගන්න,0.4,0.1,0,1,short,2.795,2.24,0,0.0,0.1185,0.002367,8.929
S017,008,S017_008.wav,S017_008_mel.npy,මම එහෙනම් නාගෙන එන්නම්,මමේ හිමත් මමේ හුණාන් ආජනයෙන්මන්,1.0,0.8947,2,2,short,3.285,2.944,0,0.0,0.14,0.004716,6.454
