student_id,sentence_id,audio_file,mel_file,ground_truth,transcript,wer,cer,fluency_label,fluency_label_wer,length_class,duration_s,speech_duration_s,hesitation_count,mean_pause_s,zcr,energy_variance,chars_per_sec,cluster_label,length_class_enc
S019,60,S019_060.wav,S019_060_mel.npy,බොහෝ දෙනෙක් මම එනතුරු බලා ගෙන හිටියා,පොහෝ දෙනෙන් මම එන තුරු බදා ගෙන හිටියා,0.7143,0.1,0,2,long,3.349,2.805,1,0.416,0.0736,0.004979,10.694,0,1
S019,61,S019_061.wav,S019_061_mel.npy,මට ආරංචි වුණා රජතුමාගේ ගුහාව ළඟ අනතුරක් කියලා,මම ආඩංචවමේ ලච්චමක් වාත්තුවාවලකට අනුත්‍රක් කියලක්,1.0,0.6316,2,2,long,5.803,4.672,3,0.299,0.0958,0.003194,8.134,0,1
S019,62,S019_062.wav,S019_062_mel.npy,පැය අටකට පසු ඔවුන්ට පියාපත් සලන හඬක් ඇසිණි,බැය අටක පසෝ ඔවුන් දිය ආපර් සලන අජක් ඇතිනි.,1.0,0.2857,1,2,long,5.184,4.16,2,0.384,0.1283,0.00522,8.413,0,1
S019,63,S019_063.wav,S019_063_mel.npy,මිනිසුන් ගැන විස්තර දැනගන්න බොහෝ ක්‍රම තියෙනවා,මිනිසුම් ගැන විස්තර දෙන දැන මේ ගන්නා බොහෝ කම තියනවා,1.0,0.275,1,2,long,6.869,4.704,3,0.619,0.1009,0.003199,8.503,0,1
S019,64,S019_064.wav,S019_064_mel.npy,ඔබට දින හතරක් දෙමි,ඔහොට දින හතරත් දෙමි.,0.5,0.2,1,2,short,1.877,1.696,0,0.0,0.0784,0.004147,8.844,0,0
S019,65,S019_065.wav,S019_065_mel.npy,ඇදුරුතුමා බෙහෙවින් සතුටට පත් විය,ඇඇදුරු මා බෙහෙවින් සතුටපත් විය.,0.8,0.1429,1,2,short,5.461,3.52,3,0.331,0.0907,0.00359,7.955,0,0
S019,66,S019_066.wav,S019_066_mel.npy,ඔබට පේන්නේ කුමක්දැයි මම ඇසුවෙමි,ඔබ පෙනෙන්නේ කුමත්ත දැයි මම ඇසුවෙමි.,0.8,0.2222,1,2,short,3.733,2.912,1,0.352,0.097,0.003436,9.272,0,0
S019,67,S019_067.wav,S019_067_mel.npy,මෙතැන තමයි හොඳම තැන,මෙතෙනින් තමයි හොඳම තැන,0.25,0.25,1,1,short,2.197,1.941,0,0.0,0.0839,0.003964,8.242,0,0
S019,68,S019_068.wav,S019_068_mel.npy,ඇය කාචය සකස් කර නැවත බැලූවාය,ඇය කාචය සකස් කර නැවත බැඬුවා.,0.1667,0.1304,1,1,long,3.776,3.296,1,0.16,0.1545,0.003091,6.978,0,1
S020,1,S020_001.wav,S020_001_mel.npy,යාළුවෝ හැමදෙනාම නිදහස් උත්සවය බැලුවා,යාළුවෝ හැම දෙනාම නිදහස් උත්සවය බැලුවා,0.4,0.0,0,1,short,3.989,3.488,0,0.0,0.1047,0.005158,9.174,2,0
S020,2,S020_002.wav,S020_002_mel.npy,කවිඳු යාළුවොත් එක්ක මිදුලේ සෙල්ලම් කරමින් සිටියා,කවිදු ආලුවොත් එක්ක මිදුලේ සැල්ලං කරන් ක්ෂියා,0.7143,0.2619,1,2,long,4.885,4.0,0,0.0,0.1077,0.003122,10.5,2,1
S020,3,S020_003.wav,S020_003_mel.npy,අපේ රටේ නිදහස් උත්සවය,අපේන් රටේන් ඉදහස් උත්සවය,0.75,0.2222,1,2,short,3.179,2.656,1,0.16,0.113,0.00788,6.777,2,0
S020,4,S020_004.wav,S020_004_mel.npy,මම කෝෂය ඇතුලේ සති දෙකක් විතර හිටියා,මම කෝෂයේ ඇතුළේ සත්දෙකක් පිතර හිටියා.,0.5714,0.1034,1,2,long,3.477,3.168,0,0.0,0.1101,0.002901,9.154,2,1
S020,5,S020_005.wav,S020_005_mel.npy,පොත් කියවීමෙන් මිනිසා සම්පූර්ණ වේ,පොත් කියවීමෙන් මිනිසා සම්පූර්ණ වේ.,0.0,0.0,0,0,short,4.011,3.008,0,0.0,0.1111,0.005462,9.641,2,0
S020,6,S020_006.wav,S020_006_mel.npy,මුහුද හරිම ලස්සනයි,මූද හරි ම ලස්සනයි,1.0,0.1875,1,2,short,2.347,1.76,0,0.0,0.1423,0.00416,9.091,2,0
S020,7,S020_007.wav,S020_007_mel.npy,හැමෝම එකට අත් අල්ලා ගන්න,හැමෝම එකට අත්අල්ලා ගන්න,0.4,0.0,0,1,short,3.072,2.208,0,0.0,0.0755,0.012357,9.058,2,0
S020,8,S020_008.wav,S020_008_mel.npy,මම එහෙනම් නාගෙන එන්නම්,මම ශෙනම් නාගෙන එන්නක්,0.5,0.1579,1,2,short,3.136,2.112,0,0.0,0.0901,0.011359,8.996,2,0
S020,9,S020_009.wav,S020_009_mel.npy,අපි අද පොල් කැඩුවා,අපි යද පොල් කැඩුව,0.5,0.1333,1,2,short,2.005,1.632,0,0.0,0.0856,0.005898,9.191,2,0
S020,10,S020_010.wav,S020_010_mel.npy,"ඇයි හිනා වෙන්නේ, මට රජ වෙන්න බැරිද",ඇයි හිනාවෙන්නෙ මට රජ වෙන්න බැරිදු,0.4286,0.0741,0,2,long,4.523,3.072,1,0.896,0.0738,0.00578,9.115,2,1
S020,11,S020_011.wav,S020_011_mel.npy,දුව සටහන් පොතේ මොනවාද ලියා ගත්තේ,දුව සටහන් පොතේ මුනවාද ලියා ගත්තේ,0.1667,0.037,0,1,long,3.413,3.168,0,0.0,0.082,0.006765,8.523,2,1
S020,12,S020_012.wav,S020_012_mel.npy,ඉතින් මෙච්චර පරක්කු වුනේ ඇයි,ඉතින් මෙචර පරක්කු වුණේ ඇයි,0.2,0.0833,0,1,short,3.008,2.272,0,0.0,0.0876,0.006798,10.563,2,0
S020,13,S020_013.wav,S020_013_mel.npy,දවසක් අම්මා අශ්ව පැටියාගෙන් උදව්වක් ඉල්ලුවා,උදවසක් කම්මා අස්ක පැටියාගෙන් උදව්වක් ලිල්ලුවා,0.6667,0.1579,1,2,long,4.864,3.936,0,0.0,0.0984,0.006497,9.654,2,1
S020,14,S020_014.wav,S020_014_mel.npy,ඔය ගඟ හරි ගැඹුරුයි,ඔයය ගඟහරි ගැම්පුරුයි,1.0,0.2667,1,2,short,2.283,1.664,0,0.0,0.0704,0.006594,9.014,2,0
S020,15,S020_015.wav,S020_015_mel.npy,අශ්ව පැටියා ඉක්මනින් ගෙදර එනවා දැකලා අම්මා පුදුම වුනා,අශ්ව පැටියා ඉක්මනින් ගෙදර එනවාන් දකල අම්මා පුදුම වුණා,0.2222,0.0889,0,1,long,6.08,4.8,1,0.256,0.0928,0.003269,9.375,2,1
S020,16,S020_016.wav,S020_016_mel.npy,"සිටුතුමනි, අපට අනුකම්පා කරනු මැනවි",සිටුතුමනි අපට අනුකම්පා කරනු මැනවි.,0.0,0.0,0,0,short,4.203,3.36,1,0.288,0.0887,0.004411,8.929,2,0
S020,17,S020_017.wav,S020_017_mel.npy,බරෙන් වැඩි වන්නේ ගසක මුල කොටසද,බරෙන් වැඩි වන්නේ ගසක මුල කොටසද,0.0,0.0,0,0,long,3.669,3.168,0,0.0,0.1112,0.004396,7.891,2,1
S020,18,S020_018.wav,S020_018_mel.npy,රයිට් සහෝදරයන්ගේ පියා ඔවුන් පුංචිකාලයේ දී කඩදාසි සහ රබර් පටිවලින් සෙල්ලම් අහස් යානා තනා දුන්නේය,රයිට් සහෝදරයන්ගේ පියා ඔවුන් පුංචි කාලෙති කටදා ස්රබර් පටිවතින් සෙල්ලම් අහස්යානා තනා දින්නේය.,0.6,0.1235,1,2,long,12.203,9.248,4,0.552,0.0948,0.004104,8.759,2,1
S020,19,S020_019.wav,S020_019_mel.npy,පසු කලෙක ඔවුහු බයිසිකල් වැඩ වැඩපොළක් ඇරඹූහ,පසු කලෙක ඔවුන් බයසිකදේ වැඩපොලක් ඇරඹූහ.,0.4286,0.2222,1,2,long,4.992,3.872,1,0.64,0.086,0.003777,9.298,2,1
S020,20,S020_020.wav,S020_020_mel.npy,දැන් හැමෝම වාඩිවෙන්න,දැන් හැමෝම වාඩිවෙන්න,0.0,0.0,0,0,short,2.475,2.016,0,0.0,0.0657,0.004254,8.929,2,0
S020,21,S020_021.wav,S020_021_mel.npy,අපි ඊළඟ දවසේ තවත් සෙල්ලමක් කරමු,අපි හි ළඟ දවසයට අවක් සෙල්ලම අක්කරමු,1.0,0.2692,1,2,long,3.797,3.232,0,0.0,0.1084,0.005386,8.045,2,1
S020,22,S020_022.wav,S020_022_mel.npy,මේ සිහින අප නින්දේ දී දකින සිහින නම් නොවේ,මේ සිහින අපිනි නින්දේදී දකින සිහිනනව් නොවේ,0.5556,0.1212,1,2,long,6.485,4.544,3,0.384,0.0953,0.004656,7.262,2,1
S020,23,S020_023.wav,S020_023_mel.npy,ඇගේ ගම ගිංතොට ය,ඇගේ ගම ගින්තොටය,0.5,0.1667,1,2,short,2.539,1.824,0,0.0,0.069,0.006192,6.579,2,0
S020,24,S020_024.wav,S020_024_mel.npy,මේ පුංචි දැරිය ඇගේ ප්‍රියතම වැඩිහිටි නෑදෑයා ගැන පසු කලෙක එසේ කීවාය,මේ පුංචි දැරිය හැගේ පියෙහිටි නෑ දෑයා ගැනවසු කළෙක එසේ කීවාය.,0.5,0.2182,1,2,long,9.152,7.456,2,0.4,0.0983,0.002941,7.377,2,1
S020,25,S020_025.wav,S020_025_mel.npy,පින්තූර මගින් කතා කීම ඈත කාලයේ සිට පැවත එන ක්‍රමයකි,පින්තූර මගින් කතා කින්න ඈත කාලේස් එපැවත එන ක්‍රමයකි.,0.4,0.1667,1,1,long,7.531,6.272,2,0.272,0.0999,0.00321,6.696,2,1
S020,26,S020_026.wav,S020_026_mel.npy,මකුළුවා තණ බිස්සේ හැංගුනා,මකුළුවා තන විසේ හැංගුණා.,0.25,0.1364,1,1,short,3.285,2.624,0,0.0,0.1188,0.004866,8.384,2,0
S020,27,S020_027.wav,S020_027_mel.npy,එළියේ ලස්සන ගැහැණු ළමයෙක් හිටගෙන හිටියා,එළියේ ලස්ටන ගැහැනුලමයෙක් ඉටගෙන්න හිටියා,0.6667,0.1471,1,2,long,5.483,3.584,1,0.576,0.1029,0.007277,9.487,2,1
S020,28,S020_028.wav,S020_028_mel.npy,අතරමගදී ඉතාම භයානක දෙයක් සිදුවුණා,අතර මකතීතාම භයානක දෙයක් සිදුනා,0.6,0.1724,1,2,short,5.077,3.936,2,0.24,0.0887,0.003928,7.368,2,0
S020,29,S020_029.wav,S020_029_mel.npy,සර්පයා මහා විශාලෙට කට ඇරියා,සර්පයා මහා විශාලෙට කට ඇලියා,0.2,0.0435,0,1,short,5.419,3.52,2,0.896,0.1225,0.002844,6.534,2,0
S020,30,S020_030.wav,S020_030_mel.npy,ටිකක් හිතලා බලන්නකෝ,ටිකක් හිතා ඉතලා බල් අන්නකෝ.,1.0,0.2941,1,2,short,3.52,2.88,0,0.0,0.087,0.006182,5.903,2,0
S020,31,S020_031.wav,S020_031_mel.npy,තනියෙන් ලියන්න,තනියෙන් දේ යන්නක්.,1.0,0.3077,1,2,short,2.475,1.472,0,0.0,0.0601,0.003539,8.832,2,0
S020,32,S020_032.wav,S020_032_mel.npy,පස්වැනි ගුණාංගය,පැස්තැනික් උනාන්ගය,1.0,0.5,2,2,short,2.816,1.728,0,0.0,0.1163,0.004992,8.102,2,0
S020,33,S020_033.wav,S020_033_mel.npy,බරණැස් නුවර සිටුවරයෙක් වාසය කළේය,බරණැස් නුවර සිකුවරේ වාසය කළේය,0.2,0.1786,1,1,short,4.352,3.392,1,0.448,0.1081,0.003375,8.255,2,0
S020,34,S020_034.wav,S020_034_mel.npy,නායකතුමා මෙසේ පිළිතුරු දුන්නේය,න්නායක සිතතුමා මෙසේ පිළිතුරු දුන්නේය.,0.5,0.1852,1,2,short,4.053,3.488,0,0.0,0.0795,0.004673,7.741,2,0
S020,35,S020_035.wav,S020_035_mel.npy,තේරවිලි වර්ග කිහිපයක් තිබේ,තේවෙලි කිහිතයක් වර්ට්පෙයක් තිබේ.,0.75,0.6522,2,2,short,3.947,2.72,2,0.256,0.0761,0.004594,8.456,2,0
S020,36,S020_036.wav,S020_036_mel.npy,අපේ සීයා කතන්දර කීමට සමතෙකි,අපේ සියා කතන්දර කීමට සමතෙකි.,0.2,0.0435,0,1,short,3.883,3.36,0,0.0,0.1196,0.002542,6.845,2,0
S020,37,S020_037.wav,S020_037_mel.npy,මේ අය අතරමගදී අම්බලමක නතර වුණා,මේ රය අතර මගතී අම්බලක තන්නතර වුනා,0.8333,0.24,1,2,long,5.205,3.872,3,0.299,0.0783,0.004662,6.457,2,1
S020,38,S020_038.wav,S020_038_mel.npy,හරි අපූරු කතාවක්,හරි පූරු කතාව,0.6667,0.2143,1,2,short,2.411,1.728,0,0.0,0.0938,0.005216,8.102,2,0
S020,39,S020_039.wav,S020_039_mel.npy,කටුස්සාගේ කරේ රත්තරන් බැන්දා වගෙයි,කටුස්සාගේ කරිය රත්නම් වැන්දාවගෙයි.,0.8,0.2,1,2,short,3.733,3.04,1,0.224,0.1025,0.004035,9.868,2,0
S020,40,S020_040.wav,S020_040_mel.npy,මුල් ගුරුතුමා කීවේය,මුල් ගුරුතුමා කීවේය.,0.0,0.0,0,0,short,3.2,2.176,0,0.0,0.0768,0.007263,7.812,2,0
S020,41,S020_041.wav,S020_041_mel.npy,අද පුස්තකාල පන්තියක් කරමු,අද පුස්ත කාල පංග්තිය කරමු,0.75,0.1818,1,2,short,2.987,2.432,0,0.0,0.0757,0.008193,9.046,2,0
S020,42,S020_042.wav,S020_042_mel.npy,මම ගල්පරයක ඇලී ජීවත් වුනෙමි,මම ගල් පරයක ඇති ඇලි ජීවත්තු නෙමි.,1.0,0.2174,1,2,short,5.269,3.808,2,0.512,0.0801,0.00961,6.04,2,0
S020,43,S020_043.wav,S020_043_mel.npy,බෙලි කටුව කතා කරයි,වෙලි කටු බෙලි කටුවයි කතා කරයි.,0.75,0.6,2,2,short,3.819,2.848,1,0.544,0.0819,0.00708,5.267,2,0
S020,44,S020_044.wav,S020_044_mel.npy,සති අන්තේ නිවාඩුවට බිංදුලා ගමේ ගියා,සති අන්තයේ නිවාඩුවට වින්දුලා ගමේ ගියා,0.3333,0.1333,1,1,long,4.203,3.68,0,0.0,0.0934,0.001912,8.152,2,1
S020,45,S020_045.wav,S020_045_mel.npy,මොනවාද ඒවායේ නම්,මොනවාද ඒවායේ නම්,0.0,0.0,0,0,short,2.667,2.112,0,0.0,0.0703,0.005325,6.629,2,0
S020,46,S020_046.wav,S020_046_mel.npy,නංගි උත්තර දුන්නා,නංගී උත්තර දුන්නා.,0.3333,0.0667,0,1,short,2.347,1.6,0,0.0,0.0943,0.013193,9.375,2,0
S020,47,S020_047.wav,S020_047_mel.npy,පාර කියන අත්තම්මා,පාර කියන අත්තම්මා,0.0,0.0,0,0,short,2.347,1.76,1,0.16,0.1119,0.007404,8.523,2,0
S020,48,S020_048.wav,S020_048_mel.npy,ඇයගේ කැපවීම පුදුමාකාරය,ඇගේ කැපවීම පුදුමා කාරය,1.0,0.05,0,2,short,3.285,2.72,0,0.0,0.1002,0.00284,7.353,2,0
S020,49,S020_049.wav,S020_049_mel.npy,මිනිසාගේ පරම යුතුකම මිනිසාට සේවය කිරීම,මිනිසාගේ පරම යුතුකා මිනිසාට සේවය කිරීම,0.1667,0.0303,0,1,long,5.611,4.544,1,0.384,0.115,0.003259,7.262,2,1
S020,50,S020_050.wav,S020_050_mel.npy,අපි මේ වන විට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,අපි මේ වනවිට පැය දුළහක් වැඩ කර පැය දුළහක් විවේක ගත්තාය.,0.4167,0.0698,0,2,long,7.253,5.728,2,0.304,0.0893,0.00441,7.507,2,1
S020,51,S020_051.wav,S020_051_mel.npy,අප කවුරුත් පුදුමයට පත්කරමින් ඈට පණ ආවා,අප කවුරුත් පුදුමයට පත් කරමින් ඈට පනාවා,0.5714,0.0312,0,2,long,7.061,5.12,3,0.405,0.0943,0.004163,6.25,2,1
S020,53,S020_053.wav,S020_053_mel.npy,ගංගාවෝ අපගේ සොහොයුරෝ වෙති,ගංගාවොහ අපගේ සහොත් සොහොයුටයෝ වෙති,0.75,0.4091,2,2,short,6.144,4.352,2,0.32,0.1195,0.001995,5.055,2,0
S020,54,S020_054.wav,S020_054_mel.npy,නංගී මට නොදී කිසිවක් නොකනවා ඇතැයි මට සිතේ,නංගී මට නොදී කිසිවක් නොක නොකනා ඇතැයි මට සිතේ,0.25,0.0882,0,1,long,7.147,5.888,2,0.48,0.1109,0.002068,5.774,2,1
S020,55,S020_055.wav,S020_055_mel.npy,නංගි උදේ පාන්දරින්ම නැගිටියි,නංගී උදේ පාමුදරින්ම නැගිති.,0.75,0.24,1,2,short,3.541,2.912,0,0.0,0.0865,0.004603,8.585,2,0
S020,56,S020_056.wav,S020_056_mel.npy,ඈ මා ගෙදර යන විට අසනු ඇත,ඇය මා ගෙතර යනවිට අසනු ඇත.,0.5714,0.1667,1,2,long,4.949,3.584,1,0.48,0.1428,0.004256,5.022,2,1
S020,57,S020_057.wav,S020_057_mel.npy,ගොවිතැන සඳහා භාවිත වන උපකරණ එකින් එක විස්තර කරද්දී ළමයි සාවධානව අසා සිටියහ,ගොවිතැන සඳහාභ ආවිත වන උපකරණ එකකින් එක විස්තර කරත්ති ළමයි සන්නා සාවතානව අසාසිටිය.,0.5385,0.1935,1,2,long,15.68,11.616,6,0.485,0.1401,0.002629,5.337,2,1
S020,58,S020_058.wav,S020_058_mel.npy,ළමයි පොල්තෙල් හිඳීමට භාවිත කරන සෙක්කුව අසලට රැස් වූහ,ලමයි පොල්තයල් සිඳීමට භාවි කරන සෙක්වූව අසලට රැස්වූහ.,0.6667,0.1136,1,2,long,7.339,5.568,2,0.464,0.1244,0.003398,7.902,2,1
S020,59,S020_059.wav,S020_059_mel.npy,ඒ ගොල්ලන්ට අලුත් ක්‍රමයක් හොයා ගන්න වෙනවා,ඒ ගොල්ලන්ට අළුත්‍රමයක් කොයාකම්න වෙනවා.,0.5714,0.1429,1,2,long,4.949,3.936,1,0.16,0.076,0.007468,8.892,2,1
S020,60,S020_060.wav,S020_060_mel.npy,බොහෝ දෙනෙක් මම එනතුරු බලා ගෙන හිටියා,බොහෝ දෙනෙක් මම එනතුරු බලාගෙන ඉතියා,0.4286,0.1,0,2,long,4.011,3.424,0,0.0,0.0712,0.003533,8.762,2,1
S020,61,S020_061.wav,S020_061_mel.npy,මට ආරංචි වුණා රජතුමාගේ ගුහාව ළඟ අනතුරක් කියලා,මට ආරංචි වුණා රජතුවාගේ ගුහාව ලක අනතුරක් කියලා.,0.25,0.0526,0,1,long,6.485,5.152,1,0.32,0.0941,0.00249,7.376,2,1
S020,62,S020_062.wav,S020_062_mel.npy,පැය අටකට පසු ඔවුන්ට පියාපත් සලන හඬක් ඇසිණි,පැය අටකට පසු ඔවුන්ට පියාපත් සලනා අඩක් ඇසුනි.,0.375,0.1143,1,1,long,5.333,4.416,0,0.0,0.1161,0.005548,7.926,2,1
S020,63,S020_063.wav,S020_063_mel.npy,මිනිසුන් ගැන විස්තර දැනගන්න බොහෝ ක්‍රම තියෙනවා,මිනිසුන් ගැන විස්තර දැනගන්න බොහෝ තියෙනවා.,0.1429,0.125,1,1,long,5.056,3.648,1,0.672,0.1076,0.002951,10.965,2,1
S020,64,S020_064.wav,S020_064_mel.npy,ඔබට දින හතරක් දෙමි,ඔබට දින අතරක් දෙමි,0.25,0.0667,0,1,short,3.605,2.336,1,0.416,0.0643,0.003675,6.421,2,0
S020,65,S020_065.wav,S020_065_mel.npy,ඇදුරුතුමා බෙහෙවින් සතුටට පත් විය,ඇදුරුතුමා බෙහෙවින් සටුටට පතිය,0.6,0.1071,1,2,short,4.075,3.232,1,0.16,0.0966,0.006082,8.663,2,0
S020,66,S020_066.wav,S020_066_mel.npy,ඔබට පේන්නේ කුමක්දැයි මම ඇසුවෙමි,ඔබට පේන්නයෙක්මක් දැයි මම ඇසුවෙමි.,0.4,0.1111,1,1,short,4.587,3.36,1,0.448,0.0874,0.006019,8.036,2,0
S020,67,S020_067.wav,S020_067_mel.npy,මෙතැන තමයි හොඳම තැන,මෙතැන තමයි හොඳම තැන,0.0,0.0,0,0,short,2.667,2.176,1,0.192,0.0674,0.004947,7.353,2,0
S021,1,S021_001.wav,S021_001_mel.npy,යාළුවෝ හැමදෙනාම නිදහස් උත්සවය බැලුවා,යාලුවෝ හැමදෙනාම මිදහා සුස්සුය බැලුව,0.6,0.2188,1,2,short,4.161,3.936,0,0.0,0.1036,0.002369,8.13,2,0
S021,2,S021_002.wav,S021_002_mel.npy,කවිඳු යාළුවොත් එක්ක මිදුලේ සෙල්ලම් කරමින් සිටියා,කවින්දුය ආලුවොත් එක්ක මිදුලේ සෙල්ලම් කරමින් සිටියක්.,0.4286,0.1429,1,2,long,3.707,3.483,0,0.0,0.0921,0.002685,12.057,2,1
S021,3,S021_003.wav,S021_003_mel.npy,අපේ රටේ නිදහස් උත්සවය,අපේ රටේ නිදහස් උස්සවේ,0.25,0.1111,1,1,short,2.308,1.952,1,0.192,0.1102,0.003159,9.221,2,0
S021,4,S021_004.wav,S021_004_mel.npy,මම කෝෂය ඇතුලේ සති දෙකක් විතර හිටියා,මම කෝෂය ඇතුළේ සති දෙකක් විතර හිටියක්,0.1429,0.069,0,1,long,3.253,2.944,0,0.0,0.0992,0.002545,9.851,2,1
S021,5,S021_005.wav,S021_005_mel.npy,පොත් කියවීමෙන් මිනිසා සම්පූර්ණ වේ,පොත් කියවීමෙන් මින්සා සම්පූර්ණ වේ.,0.2,0.0345,0,1,short,2.459,2.363,0,0.0,0.0881,0.002248,12.273,2,0
S021,6,S021_006.wav,S021_006_mel.npy,මුහුද හරිම ලස්සනයි,මුහුදෙ සහරිම ලස්සනයි,0.6667,0.125,1,2,short,1.929,1.536,0,0.0,0.0762,0.00383,10.417,2,0
S021,7,S021_007.wav,S021_007_mel.npy,හැමෝම එකට අත් අල්ලා ගන්න,හැමෝම ඒකට අත් අල්ලා ගන,0.4,0.15,1,1,short,2.346,2.08,0,0.0,0.0941,0.004186,9.615,2,0
S021,8,S021_008.wav,S021_008_mel.npy,මම එහෙනම් නාගෙන එන්නම්,මම එහෙනම් නාගෙන එන්නම්,0.0,0.0,0,0,short,2.194,1.952,0,0.0,0.0837,0.002844,9.734,2,0
S021,9,S021_009.wav,S021_009_mel.npy,අපි අද පොල් කැඩුවා,අපි අද පොල් කෙරුවා?,0.25,0.1333,1,1,short,1.854,1.632,0,0.0,0.0894,0.003109,9.191,2,0
S021,10,S021_010.wav,S021_010_mel.npy,"ඇයි හිනා වෙන්නේ, මට රජ වෙන්න බැරිද",යෙයි හිනා වෙන්නේ මට රජ වෙන්න දැද්ද?,0.2857,0.1852,1,1,long,3.897,3.36,0,0.0,0.0876,0.003189,8.333,2,1
S021,11,S021_011.wav,S021_011_mel.npy,දුව සටහන් පොතේ මොනවාද ලියා ගත්තේ,දුව සටහන්පොතියි මොනවාද ලියාගත්තෙ,0.6667,0.1481,1,2,long,3.253,3.168,0,0.0,0.1008,0.003722,8.523,2,1
S021,12,S021_012.wav,S021_012_mel.npy,ඉතින් මෙච්චර පරක්කු වුනේ ඇයි,ඉතින් මෙච්චර පරක් වුණේ ඇයි,0.2,0.0833,0,1,short,2.383,2.127,0,0.0,0.0827,0.002137,11.282,2,0
S021,13,S021_013.wav,S021_013_mel.npy,දවසක් අම්මා අශ්ව පැටියාගෙන් උදව්වක් ඉල්ලුවා,දවසකම ආශ්‍ය පැකියාදීන් උදවුවක් ඉල්ව,1.0,0.3947,2,2,long,3.291,2.944,0,0.0,0.1012,0.002738,12.908,2,1
S021,14,S021_014.wav,S021_014_mel.npy,ඔය ගඟ හරි ගැඹුරුයි,ඔය ගග හරි ගැඹුරු,0.5,0.2,1,2,short,1.627,1.435,0,0.0,0.0752,0.00408,10.455,2,0
S021,15,S021_015.wav,S021_015_mel.npy,අශ්ව පැටියා ඉක්මනින් ගෙදර එනවා දැකලා අම්මා පුදුම වුනා,අශ්ව පැටියා එක් මෙලින් ගෙදර එනවා දැකල අම්මා පුදුමුයක්,0.5556,0.1778,1,2,long,4.767,4.159,1,0.224,0.1007,0.004195,10.821,2,1
S021,16,S021_016.wav,S021_016_mel.npy,"සිටුතුමනි, අපට අනුකම්පා කරනු මැනවි",රසස් සිටි තුමනි අපට අනුකම්පා කරන මෙනවි.,1.0,0.2414,1,2,short,3.745,3.52,0,0.0,0.0818,0.003859,8.523,2,0
S021,17,S021_017.wav,S021_017_mel.npy,බරෙන් වැඩි වන්නේ ගසක මුල කොටසද,පරෙන් වැඩි වන්නේ ගසක් නොළ කොටසද?,0.5,0.16,1,2,long,4.01,3.626,0,0.0,0.0826,0.003598,6.894,2,1
S021,18,S021_018.wav,S021_018_mel.npy,රයිට් සහෝදරයන්ගේ පියා ඔවුන් පුංචිකාලයේ දී කඩදාසි සහ රබර් පටිවලින් සෙල්ලම් අහස් යානා තනා දුන්නේය,රයිට් සහෝදරයන්ගේ පියාවුම් කුංචි කාලයේති කඩ්දාස සහෝ රබල් පටිග ලින් සෙල්ලම් මහාස්‍යානා තනා දුන්නේ.,0.7333,0.1728,1,2,long,8.099,7.52,2,0.24,0.0969,0.002931,10.771,2,1
S021,19,S021_019.wav,S021_019_mel.npy,පසු කලෙක ඔවුහු බයිසිකල් වැඩ වැඩපොළක් ඇරඹූහ,පසු කළි එක ඔහු බයිසි කළයක් වැඩ පුලක් ඇරඹූහ.,0.8571,0.25,1,2,long,5.486,4.43,2,0.384,0.094,0.002997,8.127,2,1
S021,20,S021_020.wav,S021_020_mel.npy,දැන් හැමෝම වාඩිවෙන්න,තැන් හැමුම වාට්වෙන්,1.0,0.2778,1,2,short,1.665,1.344,0,0.0,0.0815,0.004568,13.393,2,0
S021,21,S021_021.wav,S021_021_mel.npy,අපි ඊළඟ දවසේ තවත් සෙල්ලමක් කරමු,අපි ඊලඟ දවසේ සෙල්ලම් කරමු,0.3333,0.1923,1,1,long,2.837,2.336,0,0.0,0.0861,0.002958,11.13,2,1
S021,22,S021_022.wav,S021_022_mel.npy,මේ සිහින අප නින්දේ දී දකින සිහින නම් නොවේ,මේ සිහින පර් අප මින් දෙද්දි දකින සිහින නම් නොවෙක්,0.4444,0.3333,1,2,long,4.54,4.384,0,0.0,0.0954,0.005035,7.527,2,1
S021,23,S021_023.wav,S021_023_mel.npy,ඇගේ ගම ගිංතොට ය,ඇගේ ගම ගියින් තොටය,0.5,0.3333,1,2,short,2.497,2.016,1,0.256,0.0938,0.003553,5.952,2,0
S021,24,S021_024.wav,S021_024_mel.npy,මේ පුංචි දැරිය ඇගේ ප්‍රියතම වැඩිහිටි නෑදෑයා ගැන පසු කලෙක එසේ කීවාය,මේ පුංචි දැරියගේ ක්‍රිතිය වැඩිහි දෑනහැදෑයා ගැන පහා පසු කළේය එසේ කීවාය.,0.5833,0.2545,1,2,long,9.162,8.16,3,0.224,0.1062,0.002067,6.74,2,1
S021,25,S021_025.wav,S021_025_mel.npy,පින්තූර මගින් කතා කීම ඈත කාලයේ සිට පැවත එන ක්‍රමයකි,වින්තූර මගින් කතා කීම ඈත කාලයේ සිට පැවැතවයෙන ක්‍රුමයකි.,0.4,0.1429,1,1,long,4.502,4.448,0,0.0,0.094,0.002972,9.442,2,1
S021,26,S021_026.wav,S021_026_mel.npy,මකුළුවා තණ බිස්සේ හැංගුනා,මකුළුවා තනබිම් සේ හැඟුණා.,0.75,0.1364,1,2,short,2.724,2.304,0,0.0,0.0938,0.002397,9.549,2,0
