child_id,annotation_id,spacing_std,baseline_std,local_baseline_drift,avg_slant,avg_size_variation,curve_smoothness,loop_roundness,stroke_continuity,stroke_thickness_consistency,density_distribution,character_shape_consistency,character_proportion_variation,upper_lower_balance,character_spacing_variation,word_spacing_variation,contrast_score,blur_score,ink_density,text_visibility_score,word_detection_ratio,spacing_score,alignment_score,slant_score,size_score,curve_score,loop_score,continuity_score,thickness_score,density_score,shape_score,proportion_score,balance_score,character_spacing_score,contrast_quality_score,blur_quality_score,ink_density_score,text_visibility_quality_score,word_detection_score,overall_score,label,teacher_spacing_rating,teacher_alignment_rating,teacher_size_rating,teacher_slant_rating,teacher_curve_rating,teacher_loop_rating,teacher_stroke_continuity_rating,teacher_shape_rating,teacher_proportion_rating,teacher_structural_balance_rating,teacher_character_spacing_rating,teacher_stroke_thickness_rating,teacher_density_rating,teacher_legibility_rating,teacher_overall_rating,teacher_overall_label,teacher_vs_system_score_difference
189,SIN-ANN-0189,0.67438,0.656178,104.551255,13.922329,1.350918,0.131984,0.459917,0.479629,0.307013,743.224286,0.614329,0.637084,0.633764,0.500831,0.781124,32.63517,108.470701,18.84713,104.54827,18.535534,2,1,4,1,1,3,2,4,1,3,1,3,2,2,3,5,5,5,2.5,Below Average,2,3,2,2,3,4,3,3,2,3,2,4,3,3,3.14,Average,0.64
190,SIN-ANN-0190,0.662835,0.536151,116.141762,6.953107,1.336319,0.124393,0.185845,0.417954,0.566333,1104.249228,0.542937,0.611464,0.321984,0.571995,0.679481,27.925754,67.230274,6.775129,65.369096,26.825473,2,1,5,1,1,1,2,2,1,2,1,1,1,2,2,5,4,5,2.11,Below Average,2,2,1,2,3,2,2,2,1,1,2,2,1,1,1.81,Below Average,-0.3
191,SIN-ANN-0191,0.695572,0.459979,73.110108,3.951873,1.509739,0.165956,0.49202,0.672485,0.490392,810.033616,0.621968,0.429458,0.90398,0.395403,0.667102,15.25631,30,2,105.40465,0.2,2,1,5,1,1,3,3,3,1,3,2,5,3,1,1,3,5,1,2.43,Below Average,3,3,2,4,2,3,4,3,3,4,2,4,3,3,2.93,Average,0.5
192,SIN-ANN-0192,0.556903,0.660505,145.713936,12.479679,1.401815,0.132769,0.253004,0.383888,0.643459,1482.287446,0.463123,0.551629,0.557147,0.527261,0.544709,41.255271,30,23.47906,109.522461,31.734099,2,1,4,1,1,1,1,2,1,2,1,3,2,3,1,5,5,5,2.16,Below Average,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1.79,Below Average,-0.37
193,SIN-ANN-0193,0.376602,0.447706,4.50377,8.334117,0.692717,0.081796,0.380849,0.603988,0.695342,559.076986,0.512331,0.57789,0.330617,0.650073,0.369541,20.103962,99.524861,33.72255,59.482627,16.069063,3,2,5,1,2,2,3,2,1,2,1,1,1,1,3,5,3,5,2.39,Below Average,3,4,3,4,4,4,3,2,2,3,2,3,4,2,3.13,Average,0.74
194,SIN-ANN-0194,0.162413,0.328638,50.483565,5.169869,1.089285,0.126039,0.347063,0.579328,0.618538,499.099101,0.679263,0.372737,0.652068,0.449696,0.237794,23.498843,250.639924,10.785479,85.27795,12.651679,5,2,5,1,1,2,3,2,2,3,3,3,2,1,5,5,5,5,3.03,Average,4,3,3,3,3,2,3,3,4,4,3,3,4,3,3.49,Average,0.46
195,SIN-ANN-0195,0.832877,0.867101,107.324855,14.708743,1.370179,0.182384,0.16569,0.422426,0.876602,888.584535,0.237001,0.657171,0.147879,0.616124,0.834484,27.146898,246.015033,21.706481,30.926288,0.2,1,1,4,1,1,1,2,1,1,1,1,1,1,2,5,5,1,1,1.67,Poor,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.02,Poor,-0.65
196,SIN-ANN-0196,0.455142,0.424717,56.350681,8.464288,0.574117,0.135719,0.223341,0.791307,0.411736,526.106751,0.903207,0.232129,0.778294,0.28032,0.440274,23.644208,312.923264,25.97648,75.191311,21.458564,3,2,5,2,1,1,4,3,1,5,4,4,3,1,5,5,4,5,3.15,Average,4,4,3,5,4,2,5,4,5,4,4,5,4,4,3.82,Good,0.67
197,SIN-ANN-0197,0.490539,0.809128,74.263719,9.226514,1.197124,0.153538,0.16901,0.540717,0.930766,1387.118803,0.520855,0.448484,0.40609,0.503767,0.479016,20.345169,478.258614,29.547855,46.093942,14.676132,3,1,5,1,1,1,2,1,1,2,2,2,2,1,5,5,2,5,2.3,Below Average,2,2,2,2,3,2,3,2,3,2,3,1,1,2,2.2,Below Average,-0.1
198,SIN-ANN-0198,0.086601,0.11382,63.620825,4.258833,0.409864,0.073502,0.456344,0.932959,0.398351,309.746147,0.927074,0.260609,0.850841,0.221562,0.04779,18.617634,93.651292,6.294671,46.978058,0.974069,5,4,5,3,2,3,5,3,3,5,3,5,4,1,3,5,2,2,3.66,Good,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4.92,Very Good,1.26
199,SIN-ANN-0199,0.339732,0.442711,56.304089,13.169851,1.400212,0.085205,0.345422,0.539984,0.513111,434.984832,0.632869,0.564297,0.697018,0.293275,0.320593,27.556168,245.566721,23.250946,90.834252,9.802768,4,2,4,1,2,2,2,2,2,3,1,3,3,2,5,5,5,5,2.84,Average,3,3,2,3,5,3,3,3,3,3,4,3,4,3,3.13,Average,0.29
200,SIN-ANN-0200,0.526326,0.222222,81.699207,2.140207,0.088271,0.086347,0.51696,0.8665,0.201371,936.661834,0.87326,0.433128,0.610102,0.302722,0.589205,29.94589,272.427919,27.864087,52.962548,16.464305,2,3,5,5,2,3,5,4,1,5,2,3,3,2,5,5,3,5,3.51,Good,3,4,4,5,4,5,5,4,3,3,3,5,3,4,3.69,Good,0.18
201,SIN-ANN-0201,0.300861,0.332613,10.636882,9.423137,0.408736,0.103668,0.504182,0.683574,0.337273,491.686211,0.72254,0.268393,0.682121,0.264829,0.289113,27.680435,468.221576,25.90406,103.343049,15.734626,4,2,5,3,1,3,3,4,2,4,3,3,3,2,5,5,5,5,3.41,Average,4,3,4,4,4,5,3,4,4,4,4,5,3,4,3.66,Good,0.25
202,SIN-ANN-0202,0.19654,0.534757,113.974989,6.633632,1.044488,0.114023,0.233471,0.571363,0.602333,1069.33957,0.598001,0.449163,0.507012,0.658749,0.233138,18.163097,59.416787,12.176941,142.93435,26.6778,5,1,5,1,1,1,3,2,1,3,2,2,1,1,2,5,5,5,2.57,Below Average,4,3,3,4,3,2,3,3,3,3,1,3,1,3,2.97,Average,0.4
203,SIN-ANN-0203,0.19707,0.288856,74.753146,5.692777,0.5444,0.098892,0.409268,0.734393,0.380452,833.584662,0.701188,0.440059,0.98,0.405159,0.13997,20.374421,564.147222,22.813253,94.543576,19.04857,5,3,5,2,2,2,4,3,1,4,2,5,2,1,5,5,5,5,3.4,Average,5,5,4,4,4,4,4,5,4,5,4,4,4,4,4.5,Very Good,1.1
204,SIN-ANN-0204,0.563168,0.61537,110.190083,15.870917,0.613418,0.142819,0.288353,0.613546,0.695791,1200.186558,0.580943,0.544133,0.351998,0.542354,0.584864,47.080226,522.590074,31.18469,158.136436,20.220471,2,1,4,2,1,1,3,2,1,3,1,1,2,4,5,5,5,5,2.5,Below Average,1,3,2,2,2,2,3,2,2,2,3,2,2,3,2,Below Average,-0.5
205,SIN-ANN-0205,0.399989,0.220929,19.134968,4.636769,0.001819,0.089962,0.338701,0.866073,0.4516,334.403596,0.98,0.237946,0.903218,0.254218,0.366336,17.224098,336.654936,16.902889,112.985336,56.815379,3,3,5,5,2,2,5,3,3,5,4,5,3,1,5,5,5,5,3.84,Good,4,5,5,5,5,4,5,5,5,5,5,4,4,5,4.68,Very Good,0.84
206,SIN-ANN-0206,0.690826,0.881108,126.260238,13.890008,1.210366,0.196888,0.120296,0.325248,0.881495,877.542922,0.587204,0.616698,0.309127,0.607833,0.529108,23.463038,58.123997,1.5,33.864815,1.775954,2,1,4,1,1,1,1,1,1,3,1,1,1,1,2,3,1,3,1.65,Poor,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1.21,Poor,-0.44
207,SIN-ANN-0207,0.239471,0.244277,67.526333,7.668493,0.911107,0.082483,0.415225,0.882172,0.3242,775.162519,0.855442,0.219195,0.98,0.396336,0.264761,16.873618,52.566455,18.038265,109.051266,26.256293,4,3,5,1,2,2,5,4,1,5,4,5,3,1,2,5,5,5,3.41,Average,5,5,5,5,4,4,5,5,5,5,4,5,5,5,4.72,Very Good,1.31
208,SIN-ANN-0208,0,0.449473,52.128775,1.156751,0.950872,0.100224,0.204383,0.590611,0.477005,197.477664,0.802237,0.303113,0.835601,0.263035,0.02,23.150778,357.619603,31.065953,88.302877,43.867652,5,2,5,1,1,1,3,3,4,4,3,4,3,1,5,5,5,5,3.28,Average,5,4,3,4,4,3,4,4,4,4,5,4,5,4,4.01,Good,0.73
209,SIN-ANN-0209,0.7188,0.666053,86.490939,16.355712,1.382844,0.184367,0.391208,0.287455,0.623416,1292.320058,0.462989,0.642175,0.591396,0.745675,0.787904,21.175884,270.0325,8.631541,102.106385,28.81345,1,1,4,1,1,2,1,2,1,2,1,3,1,1,5,5,5,5,2.15,Below Average,1,2,2,1,2,3,1,2,2,3,1,3,2,2,2.06,Below Average,-0.09
210,SIN-ANN-0210,0.297935,0.347403,54.227529,8.79722,1.389788,0.12229,0.470129,0.716266,0.349318,888.166855,0.344718,0.463411,0.585642,0.558103,0.252192,16.280237,256.611976,2,44.317784,20.533892,4,2,5,1,1,3,4,4,1,1,2,3,1,1,5,3,2,5,2.69,Below Average,4,4,2,4,3,4,4,2,2,4,3,4,3,3,3.17,Average,0.48
211,SIN-ANN-0211,0.285736,0.485244,70.957304,5.958697,0.578287,0.116415,0.267975,0.593832,0.714502,427.360979,0.717938,0.412355,0.770073,0.450848,0.29678,24.96264,538.804463,13.674632,136.035631,21.240233,4,1,5,2,1,1,3,1,2,4,2,4,2,1,5,5,5,5,2.89,Average,3,3,4,4,3,2,3,3,4,4,3,2,3,3,3.49,Average,0.6
212,SIN-ANN-0212,0.836563,0.751827,67.805324,14.311928,1.632208,0.170506,0.157349,0.408824,0.881547,1162.390639,0.395266,0.6182,0.264328,0.263151,0.936626,38.036256,71.343296,2,117.158837,11.38629,1,1,4,1,1,1,2,1,1,1,1,1,3,3,2,3,5,5,1.93,Below Average,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1.44,Poor,-0.49
213,SIN-ANN-0213,0.469758,0.630672,40.944158,7.106826,0.77619,0.091423,0.422778,0.600016,0.678895,1393.489272,0.696782,0.303077,0.277046,0.302583,0.472097,27.007798,941.855518,9.272975,153.140217,32.630159,3,1,5,1,2,2,3,2,1,3,3,1,3,2,5,5,5,5,2.76,Average,3,2,3,4,4,3,3,3,4,1,3,2,2,2,2.91,Average,0.15
214,SIN-ANN-0214,0.370885,0.323696,136.608374,3.490429,1.232403,0.076048,0.452156,0.748623,0.451023,712.83353,0.709569,0.388734,0.851959,0.192628,0.34458,17.705821,112.523688,29.96105,88.83707,28.3787,3,2,5,1,2,3,4,3,1,4,2,5,4,1,3,5,5,5,3.12,Average,4,4,4,5,4,4,5,4,4,5,5,4,5,4,4.39,Good,1.27
215,SIN-ANN-0215,0.058751,0.292815,61.93458,2.171879,0.642394,0.069962,0.548147,0.706658,0.302429,490.811072,0.890521,0.312599,0.937323,0.079192,0.0725,39.51778,441.243749,37.836923,32.047787,33.075627,5,3,5,2,3,3,4,4,2,5,3,5,5,3,5,5,1,5,3.77,Good,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4.61,Very Good,0.84
216,SIN-ANN-0216,0.407393,0.501673,86.60451,9.591792,0.705622,0.142976,0.344964,0.487717,0.460406,900.744735,0.586605,0.451001,0.463834,0.321179,0.401505,11,186.870813,6.446269,82.045262,13.408097,3,1,5,1,1,2,2,3,1,3,2,2,3,1,5,5,4,5,2.63,Below Average,3,3,3,3,2,2,3,3,3,2,4,4,2,3,3.21,Average,0.58
217,SIN-ANN-0217,0.741431,0.809454,187.952117,11.65436,0.795115,0.114153,0.313095,0.522865,0.440359,1317.216858,0.45726,0.5839,0.522254,0.459234,0.749918,23.119369,49.851982,34.656788,101.955444,37.295792,1,1,5,1,1,2,2,3,1,2,1,2,2,1,1,5,5,5,2.18,Below Average,1,1,3,3,3,2,3,2,2,3,2,3,2,2,1.97,Below Average,-0.21
218,SIN-ANN-0218,0.425939,0.235644,31.70371,5.868813,0.913657,0.066231,0.573531,0.527144,0.286335,543.6115,0.637895,0.472894,0.656378,0.542766,0.400815,23.717255,30,30.886579,83.812676,3.056359,3,3,5,1,3,3,2,4,1,3,2,3,2,1,1,5,4,4,2.8,Average,3,5,3,5,4,5,3,4,3,4,3,5,3,4,4.04,Good,1.24
219,SIN-ANN-0219,0.494062,0.339304,39.291548,10.62361,1.168518,0.136026,0.38859,0.531903,0.635098,674.185404,0.470136,0.595158,0.621805,0.597215,0.489529,29.985192,658.157195,2,135.360002,0.2,3,2,5,1,1,2,2,2,1,2,1,3,1,2,5,3,5,1,2.35,Below Average,3,4,3,3,4,3,3,2,2,3,3,3,4,3,3.34,Average,0.99
220,SIN-ANN-0220,0.637,0.423095,104.371172,5.474003,1.046715,0.184036,0.312183,0.448878,0.754278,965.295466,0.404294,0.535929,0.670358,0.583082,0.653235,25.091911,285.042073,25.485037,62.521852,23.512922,2,2,5,1,1,2,2,1,1,2,1,3,1,2,5,5,3,5,2.38,Below Average,2,2,3,2,1,2,1,2,3,2,2,2,1,3,1.51,Below Average,-0.87
221,SIN-ANN-0221,0.714282,0.583836,74.455484,14.6606,1.425461,0.15683,0.218909,0.51671,0.705363,1248.36343,0.493102,0.66739,0.555911,0.756474,0.702339,15.313817,215.20935,30.246981,128.519857,38.171392,1,1,4,1,1,1,2,1,1,2,1,3,1,1,5,5,5,5,2.1,Below Average,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,Poor,-1.1
222,SIN-ANN-0222,0.729589,0.367644,88.417064,12.274893,1.517486,0.194457,0.137547,0.347702,0.778212,1586.674055,0.316475,0.653102,0.399756,0.73358,0.741388,30.519261,30,23.040178,57.800108,0.2,1,2,4,1,1,1,1,1,1,1,1,1,1,2,1,5,3,1,1.63,Poor,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1.49,Poor,-0.14
223,SIN-ANN-0223,0,0.115761,0,10.898916,0.93203,0.108524,0.441373,0.796017,0.453616,657.587581,0.64073,0.441724,0.798941,0.222507,0.02,25.751237,150.647714,43.86597,98.620716,12.243819,5,4,5,1,1,2,4,3,1,3,2,4,4,2,4,5,5,5,3.35,Average,5,5,4,3,4,4,5,4,3,4,4,4,3,3,3.91,Good,0.56
224,SIN-ANN-0224,0.605664,0.393036,81.704477,11.484508,1.118403,0.108626,0.295508,0.536416,0.431144,692.41964,0.450443,0.416961,0.524805,0.652152,0.649729,11,169.618346,6.491443,126.416848,23.806126,2,2,5,1,1,1,2,3,1,2,2,2,1,1,4,5,5,5,2.42,Below Average,2,4,3,2,3,3,3,2,4,3,2,4,4,2,2.94,Average,0.52
225,SIN-ANN-0225,0.737094,0.424232,114.40743,18.314656,0.750977,0.17177,0.208852,0.438969,0.784782,1332.719037,0.404745,0.599368,0.278894,0.627509,0.723358,23.745912,65.372732,7.717012,12.028241,0.89488,1,2,4,1,1,1,2,1,1,2,1,1,1,1,2,5,1,2,1.69,Poor,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1.49,Poor,-0.2
226,SIN-ANN-0226,0.315858,0.530363,75.442618,1.277147,0.797088,0.097465,0.352122,0.695266,0.610869,341.797959,0.822237,0.158268,0.765446,0.319471,0.376642,11.414363,73.687341,3.466404,40.357043,3.511214,4,1,5,1,2,2,3,2,3,4,4,4,3,1,2,4,2,4,2.83,Average,4,3,4,4,4,4,5,4,5,4,4,3,4,4,3.94,Good,1.11
227,SIN-ANN-0227,0.451159,0.072396,36.363796,9.813254,1.110374,0.12438,0.495452,0.649671,0.736442,25,0.792265,0.359363,0.824884,0.42343,0.508976,23.602821,427.092699,26.666943,107.353445,19.944194,3,5,5,1,1,3,3,1,5,4,3,4,2,1,5,5,5,5,3.37,Average,4,5,3,4,4,5,3,4,5,4,3,3,5,5,4.15,Good,0.78
228,SIN-ANN-0228,0.688026,0.733033,135.769801,18.316216,1.600314,0.132177,0.201814,0.496262,0.880933,1346.852976,0.612534,0.552469,0.506092,0.717536,0.802078,23.372641,148.987372,7.961293,74.855953,14.870227,2,1,4,1,1,1,2,1,1,3,1,2,1,1,4,5,4,5,2.11,Below Average,2,1,1,2,2,2,3,3,2,3,2,1,2,1,1.73,Below Average,-0.38
229,SIN-ANN-0229,0.653789,0.599059,101.944313,18.590511,1.282204,0.14269,0.250373,0.56053,0.78417,1200.953488,0.503097,0.655391,0.329115,0.505907,0.624905,19.678234,197.513727,13.744435,47.991806,26.778287,2,1,4,1,1,1,3,1,1,2,1,1,2,1,5,5,2,5,2.07,Below Average,2,2,2,1,2,2,3,2,1,2,2,2,1,2,1.94,Below Average,-0.13
230,SIN-ANN-0230,0.621567,0.696312,111.418259,16.716648,1.092525,0.173159,0.20355,0.392281,0.783644,996.709253,0.505278,0.624447,0.330671,0.705932,0.696247,29.007574,324.116627,34.539934,82.306774,4.462122,2,1,4,1,1,1,1,1,1,2,1,1,1,2,5,5,4,5,2.04,Below Average,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1.45,Poor,-0.59
231,SIN-ANN-0231,0.577941,0.552704,86.925176,16.421054,1.082886,0.119165,0.337427,0.55677,0.679878,709.727604,0.602128,0.580499,0.444833,0.511175,0.54114,20.736836,81.712325,7.97458,21.856727,0.60859,2,1,4,1,1,2,3,2,1,3,1,2,2,1,2,5,1,1,1.95,Below Average,3,2,3,2,4,2,3,3,3,3,3,3,3,3,2.92,Average,0.97
232,SIN-ANN-0232,0.085505,0.069183,44.315677,6.402069,0.695842,0.09475,0.249734,0.78886,0.141529,114.712728,0.975395,0.105686,0.98,0.220376,0.068093,18.151282,30,16.016433,100.049299,16.309956,5,5,5,1,2,1,4,5,4,5,5,5,4,1,1,5,5,5,3.83,Good,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,Very Good,1.17
233,SIN-ANN-0233,0.014058,0.130432,10.330457,8.22855,0.25494,0.052977,0.572702,0.795007,0.376867,105.59717,0.93882,0.093515,0.853565,0.368656,0.026472,19.827752,52.701253,8.897773,27.570412,0,5,4,5,4,3,3,4,3,4,5,5,5,3,1,2,5,1,1,3.73,Good,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4.62,Very Good,0.89
234,SIN-ANN-0234,0.54631,0.264252,93.995339,13.380502,1.050103,0.131077,0.246489,0.398567,0.830198,1268.991971,0.285061,0.591229,0.457255,0.279529,0.586463,31.877564,458.356126,2,33.675566,5.777401,2,3,4,1,1,1,1,1,1,1,1,2,3,2,5,3,1,5,2.12,Below Average,2,2,2,1,2,2,3,1,2,2,3,1,1,2,1.81,Below Average,-0.31
235,SIN-ANN-0235,0.591014,0.549519,72.085852,4.989938,0.835778,0.062629,0.443964,0.613629,0.531409,640.479643,0.642861,0.545063,0.755303,0.681169,0.57743,17.487865,759.348687,34.459335,41.058052,20.590318,2,1,5,1,3,2,3,2,1,3,1,4,1,1,5,5,2,5,2.51,Below Average,2,2,3,3,5,4,3,3,2,4,2,4,3,3,2.98,Average,0.47
236,SIN-ANN-0236,0.834705,0.842542,160.757964,15.880675,1.449519,0.171068,0.177069,0.30433,0.685074,1396.42977,0.442238,0.466586,0.471598,0.769047,0.875096,21.791278,228.161072,23.651954,88.098141,35.612162,1,1,4,1,1,1,1,2,1,2,2,2,1,1,5,5,5,5,2.1,Below Average,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1.34,Poor,-0.76
237,SIN-ANN-0237,0.418282,0.675596,148.144303,12.015727,1.352449,0.151438,0.343132,0.425754,0.462934,907.867809,0.537914,0.431593,0.563471,0.575901,0.404719,20.10992,421.567421,19.780631,104.1883,10.218169,3,1,4,1,1,2,2,3,1,2,2,3,1,1,5,5,5,5,2.48,Below Average,4,2,2,2,2,3,2,2,3,3,3,3,2,3,2.48,Below Average,0
238,SIN-ANN-0238,0.623265,0.607548,170.178838,13.613691,1.357781,0.207684,0.193038,0.251972,0.561842,1154.684383,0.374323,0.724791,0.220294,0.717374,0.612414,16.380612,492.577906,25.259597,86.915291,24.791643,2,1,4,1,1,1,1,2,1,1,1,1,1,1,5,5,5,5,2.04,Below Average,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.04,Poor,-1
239,SIN-ANN-0239,0.389957,0.195778,20.104887,2.844201,1.076996,0.10217,0.28736,0.730321,0.570002,537.537047,0.807888,0.558416,0.544219,0.089194,0.378064,16.584916,30,27.834211,51.914764,26.14293,3,3,5,1,1,1,4,2,1,4,1,2,5,1,1,5,3,5,2.7,Average,4,4,4,5,4,3,4,4,2,3,5,3,5,3,3.76,Good,1.06
240,SIN-ANN-0240,0.5566,0.503285,55.885095,11.130056,1.182879,0.114229,0.167981,0.595984,0.57963,962.806095,0.820304,0.461166,0.65611,0.564485,0.535627,38.167706,411.423263,14.513148,134.918768,19.635488,2,1,5,1,1,1,3,2,1,4,2,3,1,3,5,5,5,5,2.61,Below Average,3,3,3,3,3,2,3,4,3,3,2,3,3,2,2.8,Average,0.19
241,SIN-ANN-0241,0.79299,0.769594,150.407297,11.24671,1.749996,0.16961,0.108029,0.455796,0.771417,1609.343905,0.312149,0.648847,0.21318,0.648138,0.734623,18.764954,86.966236,18.657849,153.540664,32.98325,1,1,5,1,1,1,2,1,1,1,1,1,1,1,2,5,5,5,1.92,Below Average,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,Poor,-0.92
242,SIN-ANN-0242,0.123191,0.548155,33.281566,8.91582,0.23171,0.088579,0.527368,0.513797,0.424534,549.611408,0.791724,0.434421,0.98,0.163577,0.086542,23.981773,518.754203,28.897892,148.217141,11.909611,5,1,5,4,2,3,2,3,1,4,2,5,4,1,5,5,5,5,3.45,Average,4,3,5,5,4,5,3,4,4,5,5,4,5,4,4.25,Good,0.8
243,SIN-ANN-0243,0.785265,0.51421,94.65296,10.130203,1.483131,0.187048,0.135985,0.377459,0.700056,1163.19942,0.417006,0.725263,0.351804,0.739511,0.822481,26.07454,398.261261,2.06892,115.752779,2.615688,1,1,5,1,1,1,1,1,1,2,1,1,1,2,5,3,5,4,1.96,Below Average,1,1,1,3,1,1,2,1,1,1,1,2,2,1,1.41,Poor,-0.55
244,SIN-ANN-0244,0.622631,0.756986,102.104593,24.081308,1.196755,0.179608,0.216933,0.590525,0.909551,1325.11199,0.301743,0.641988,0.301813,0.69982,0.616977,25.982359,717.245,38.356454,144.639646,19.593567,2,1,3,1,1,1,3,1,1,1,1,1,1,2,5,5,5,5,2.04,Below Average,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1.13,Poor,-0.91
245,SIN-ANN-0245,0.159401,0.413308,77.466843,8.441398,0.622356,0.105725,0.447235,0.691019,0.404211,217.243864,0.555883,0.236887,0.803859,0.424185,0.153548,17.620929,3.120658,4.269682,30.359268,0.708692,5,2,5,2,1,2,3,3,3,3,4,4,2,1,1,5,1,2,2.87,Average,4,3,5,3,4,4,4,4,5,4,4,3,4,4,3.77,Good,0.9
246,SIN-ANN-0246,0.310173,0.682984,47.30728,9.870775,0.948593,0.108909,0.481314,0.625862,0.527128,160.468262,0.740569,0.278618,0.863407,0.324349,0.353298,20.307478,247.059505,28.465322,85.508463,29.425882,4,1,5,1,1,3,3,2,4,4,3,5,3,1,5,5,5,5,3.2,Average,4,3,4,3,5,4,4,4,4,4,5,4,4,5,4.49,Good,1.29
247,SIN-ANN-0247,0.43657,0.534946,98.803904,12.943773,0.786759,0.118443,0.239379,0.537577,0.722292,659.502499,0.613171,0.321513,0.355609,0.372895,0.454092,20.594286,69.128194,17.27717,98.378112,18.439725,3,1,4,1,1,1,2,1,1,3,3,1,3,1,2,5,5,5,2.31,Below Average,3,2,2,3,2,3,3,3,4,2,3,3,4,5,2.79,Average,0.48
248,SIN-ANN-0248,0.087346,0.079731,49.168104,13.533358,0.212304,0.106135,0.494397,0.859373,0.344091,239.796489,0.914273,0.198895,0.925349,0.083372,0.116456,27.114604,176.781454,26.204235,163.692869,29.796439,5,5,4,4,1,3,5,4,3,5,4,5,5,2,4,5,5,5,4.17,Good,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.97,Very Good,0.8
249,SIN-ANN-0249,0.301736,0.469015,74.439293,6.98808,1.370892,0.098566,0.19203,0.579141,0.591605,903.088119,0.674327,0.643621,0.559198,0.200303,0.355274,21.101889,50.868591,33.838309,23.777992,12.579793,4,1,5,1,2,1,3,2,1,3,1,3,4,1,2,5,1,5,2.52,Below Average,3,3,2,3,4,2,4,3,2,3,4,3,3,4,2.63,Average,0.11
250,SIN-ANN-0250,0.506174,0.624981,132.666962,10.78327,1.29145,0.133357,0.066359,0.28043,0.512471,556.5118,0.462759,0.430592,0.394946,0.880772,0.472518,33.560261,713.353197,21.070479,93.484837,8.356884,2,1,5,1,1,1,1,2,1,2,2,1,1,2,5,5,5,5,2.27,Below Average,2,2,3,2,3,1,1,2,2,1,1,3,3,2,1.84,Below Average,-0.43
251,SIN-ANN-0251,0.831863,0.647262,97.065625,10.03704,1.229284,0.174347,0.37037,0.482971,0.520201,571.380688,0.385218,0.397661,0.364199,0.816432,0.825748,30.557358,484.864843,26.88318,164.528524,7.374982,1,1,5,1,1,2,2,2,1,1,2,1,1,2,5,5,5,5,2.23,Below Average,1,2,2,2,1,3,2,1,3,1,1,3,3,1,1.86,Below Average,-0.37
252,SIN-ANN-0252,0.777624,0.853576,124.562225,9.842456,1.487255,0.176572,0.205727,0.26135,0.728323,649.666327,0.553233,0.78,0.313498,0.52249,0.801909,20.562904,345.647975,33.555578,64.533446,31.041134,1,1,5,1,1,1,1,1,1,3,1,1,2,1,5,5,3,5,2.06,Below Average,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1.49,Poor,-0.57
253,SIN-ANN-0253,0.33047,0.387881,72.351438,6.122604,0.598565,0.114393,0.445388,0.610952,0.263769,543.712443,0.723732,0.243151,0.558312,0.19154,0.357048,32.75676,411.35906,20.452508,103.660625,0.2,4,2,5,2,1,2,3,4,1,4,4,3,4,2,5,5,5,1,3.16,Average,4,4,4,4,4,4,4,4,5,3,5,5,5,4,4.23,Good,1.07
254,SIN-ANN-0254,0.264193,0.378636,57.762468,3.109132,0.921334,0.082268,0.566204,0.672671,0.348214,25,0.922671,0.260483,0.815345,0.147844,0.166668,28.568801,139.302712,18.24138,59.896362,22.891894,4,2,5,1,2,3,3,4,5,5,3,4,5,2,4,5,3,5,3.51,Good,5,4,3,5,5,5,5,5,5,5,5,5,5,5,4.72,Very Good,1.21
255,SIN-ANN-0255,0.583965,0.429741,87.844124,7.035118,0.916611,0.114179,0.241854,0.634056,0.6471,140.297015,0.596064,0.315776,0.653536,0.552582,0.559275,24.980783,246.426153,20.515494,85.880667,22.233855,2,2,5,1,1,1,3,2,4,3,3,3,1,1,5,5,5,5,2.77,Average,2,3,4,4,3,2,3,3,4,3,2,3,3,3,3.06,Average,0.29
256,SIN-ANN-0256,0.277082,0.198015,16.416051,2.478701,1.022066,0.107367,0.340482,0.671328,0.497872,366.007642,0.675224,0.396454,0.586387,0.220222,0.288791,21.877721,300.364357,2.737094,89.553517,15.807821,4,3,5,1,1,2,3,3,2,3,2,3,4,1,5,4,5,5,3.09,Average,4,5,4,5,4,3,3,3,3,3,4,4,4,4,4.04,Good,0.95
