child_id,spacing_std,baseline_std,local_baseline_drift,avg_slant,avg_size_variation,curve_smoothness,loop_roundness,stroke_continuity,stroke_thickness_consistency,density_distribution,contrast_score,blur_score,ink_density,text_visibility_score,word_detection_ratio,spacing_score,alignment_score,slant_score,size_score,curve_score,loop_score,continuity_score,thickness_score,density_score,contrast_quality_score,blur_quality_score,ink_density_score,text_visibility_quality_score,word_detection_score,overall_score,label,teacher_spacing_rating,teacher_alignment_rating,teacher_size_rating,teacher_slant_rating,teacher_curve_rating,teacher_loop_rating,teacher_stroke_continuity_rating,teacher_legibility_rating,teacher_overall_rating,teacher_overall_label,teacher_vs_system_score_difference
201,0,0.862858515,9,1.5462287589907646,0.4704607670500627,0.1209001295506514,0.2977013623503374,0.7514666750678278,0.3414523929871293,104.5507755599336,25.466880663020905,311.74211677545503,17.57248263888889,95.45088824817712,1.7023654513888888,5,1,5,2,1,1,4,4,4,2,5,5,5,3,3.3,Above Average,4,3,2,4,2,2,4,3,3,Average,-0.3
202,0.3808630393996248,0.52113613,38.125,2.8238518658806298,0.7433875329603953,0.1652978944643219,0.2558212348651935,0.522173582,0.4327215144859884,372.8834381707807,31.35365802804591,503.5215299025877,9.429904514,73.96654255568963,13.55251736111111,3,1,5,1,1,1,2,3,2,2,5,5,4,5,2.7,Average,3,3,2,3,3,2,3,3,3,Average,0.3
203,0.5574691670972554,0.5540740260142477,27.056962105147534,1.6856046347391038,0.4689422922116869,0.1138693976953182,0.3270836817336849,0.6025641600801711,0.4877537526891561,376.0920431909449,43.67237206251861,128.99517519988157,8.213440111420613,59.37602388550931,19.617949164345404,2,1,5,2,1,2,3,3,2,3,3,5,3,5,2.74,Average,2,2,2,4,3,3,2,4,3,Average,0.26
204,0,0.4541399920031223,23.25,8.387878000736237,0.5774404731225549,0.1406154070610564,0.3583144113452214,0.716970005,0.396506753,376.9487966968055,50.60747388,75.43208938208032,8.825218023255815,59.32259994932798,10.554090531561462,5,1,5,2,1,2,4,3,2,4,2,5,3,5,3.15,Above Average,4,2,3,4,2,3,3,3,3,Average,-0.15
205,0,0.7231803428511496,588.1758996158283,4.688507397969564,2.7834450088064844,0.1133523471030184,0.4875559317636151,0.6298547224511636,0.8896521594821921,3235.295729965016,37.87535042374036,61.97851793,13.70789748953975,66.25921947382432,87.88515516039051,5,1,5,1,1,3,3,1,1,3,2,5,4,5,2.87,Average,4,3,3,4,2,3,4,3,2,Below Average,-0.87
206,0,0.6027021135209573,17.03370198814981,2.224858057769862,0.5577212069446421,0.1301215451529913,0.3160986861955906,0.5066094441838574,0.6804414854907095,286.24284311887544,25.10108336975285,176.3066446311897,15.791298522595596,77.55510171578217,10.410812572421785,5,1,5,2,1,2,2,2,3,2,4,5,4,5,3.06,Above Average,3,2,3,4,3,2,3,3,4,Good,0.94
207,0,0.8225940258107903,40.16666666666666,3.773459281240191,0.90087227,0.091442467,0.2919959029575574,0.5733351706305189,0.4625148628119592,209.1042562504779,60.02933896468671,564.0224631183719,25.969401041666668,137.92287260734335,9.75640191,5,1,5,1,2,1,3,3,3,5,5,5,5,5,3.32,Above Average,4,3,2,4,3,3,3,4,3,Average,-0.32
208,0,0.5984768164957928,19,4.365138265821669,0.9224281775648632,0.1437910446162333,0.3509970344733388,0.4799589015822191,1.0694698806355736,462.0268867618827,21.177541287476934,63.354946269613386,20.531426056338027,78.51854343971388,15.34225352112676,5,1,5,1,1,2,2,1,2,1,2,5,4,5,2.71,Average,3,2,2,3,2,2,2,3,3,Average,0.29
209,0,0.9733658368916532,28.33333333333333,5.132084479698768,0.4406851817439149,0.1617957070000096,0.3620679559704051,0.5519292825875131,0.4634836391576991,387.0587363074756,19.87450544341093,70.23432838653015,15.78610248447205,64.31899301377463,12.353907867494824,5,1,5,3,1,2,3,3,2,1,2,5,3,5,3.05,Above Average,4,3,3,4,2,2,3,2,3,Average,-0.05
210,0,0.5734517948889464,29,9.425113677978516,0.6442195379186642,0.1171538961523391,0.3890212381835168,0.7253276925601667,0.5263813459320573,856.8781360023993,17.37492960144892,38.10146558200645,22.99786931818182,81.49121931347057,11.90898944805195,5,1,5,2,1,2,4,2,1,1,1,5,4,5,2.9,Average,4,3,2,4,3,2,3,3,3,Average,0.1
211,0,0.4993794074316309,56.5,4.808607152530125,1.5479221184230658,0.089038263,0.2677720184462557,0.6729784377259076,0.699198111,146.52572915789696,20.59662163208933,105.31050594974978,29.275959889167435,108.65724107852196,4.430168887716057,5,1,5,1,2,1,3,2,4,1,3,5,5,5,3.05,Above Average,4,3,3,4,3,3,2,4,3,Average,-0.05
212,0.6702127659574468,0.4291978258623454,22.58329778591927,5.207620644051096,0.775700385,0.1099324206962907,0.2937767761474503,0.7246842838346874,0.5708883113953226,225.56641088016488,19.28558960019786,94.34615859,22.77098349678995,87.39036114949562,6.100082712985939,2,2,5,1,1,1,4,2,3,1,3,5,5,5,2.76,Average,3,2,2,3,2,2,4,3,2,Below Average,-0.76
213,0,0.6096682114351923,16.166666666666668,7.824192514022191,0.7734875855953132,0.1317119186576671,0.2924942461780358,0.8427527012722337,0.8064753420308685,72.13986103655482,19.763786122384683,152.30582913050566,30.75206370078165,117.36866707658788,0.8560705676090291,5,1,5,1,1,1,4,1,5,1,4,5,5,2,2.93,Average,4,2,2,4,2,3,4,3,3,Average,0.07
214,0,0.3916962108756237,23,4.719207715988159,0.450552029,0.123281479,0.3921359347681158,0.6156114499493748,0.4721545105773604,87.63732425433464,14.43850702289722,18.506186309742443,20.09804428807947,69.36400500666127,1.3308153973509933,5,2,5,2,1,2,3,3,5,1,1,5,4,2,3.1,Above Average,3,3,2,5,3,3,2,4,3,Average,-0.1
215,0.068062827,0.2993936816847675,35.55902760825223,2.809699687090787,0.6324980229156503,0.1038440932495003,0.2446924527528413,0.5879024571402596,0.7938884157744117,363.2576614095378,39.53647832387228,144.64652799600026,45.52498808199587,170.8078562075238,6.4401914825997135,5,3,5,2,1,1,3,1,2,3,4,5,5,5,3.28,Above Average,5,3,3,3,2,3,4,3,3,Average,-0.28
216,0.6313437889433227,0.5892435529316511,30.633443700541186,5.3604202019540885,0.5719509051738141,0.1060894065246657,0.2284171550688632,0.4747339485412101,0.4643109228081066,190.92123499816225,30.93144625786104,149.52144443809618,33.18905927220722,129.9850453893618,11.124066423009694,2,1,5,2,1,1,2,3,4,2,4,5,5,5,2.85,Average,3,2,2,2,2,2,3,3,3,Average,0.15
217,0,0,0,0,0,0.1142996528745182,0.2481034350808245,0.3223140495867768,0.203469899,33.289971796657056,22.862759360661165,183.52504316503004,78.88745431,266.4462469397861,0.068429207,5,5,5,5,1,1,1,4,5,1,5,5,5,1,3.82,Good,5,4,5,5,3,3,3,4,4,Good,0.18
218,0,0.946681547,8.5,0,0.5612384242153501,0.097690138,0.2282035251747625,0.5995069175964894,0.5992696779720511,352.1315670573685,39.85131059283677,102.18499419571668,45.91033688225012,167.8751653627404,3.360281264897505,5,1,5,2,2,1,3,2,2,3,3,5,5,4,3.09,Above Average,4,4,2,3,3,2,3,3,3,Average,-0.09
219,0,0.2853421075537139,0,12.886603037516275,0.5263157894736842,0.09009698,0.07695627,0.7321011443741648,0.2278662146663019,60.03557476366984,35.98720823753972,54.86701093,15.216709041792468,69.13043233681437,0.3386699507389162,5,3,4,2,2,1,4,4,5,3,2,5,4,1,3.31,Above Average,4,3,3,5,3,3,3,4,4,Good,0.69
220,0,0.694977709,0,31.788821856180828,0,0.1023275825804871,0.095309564,0.4946160097521332,0.1726941750308837,29.49038167077939,19.11211440563639,114.52978349610076,15.86405529953917,68.60120145104578,0.6302637851581122,5,1,2,5,1,1,2,5,5,1,3,5,4,1,3.02,Above Average,3,3,4,3,2,2,2,4,3,Average,-0.02
221,0,0.54513962,2,0,0,0,0,0.9583333333333334,0.1185979166307334,4.003565868815943,12.227513717262152,51.68059208985636,10.120471158430002,41.64322954290672,0.089484348,5,1,5,5,5,1,5,5,5,1,2,5,2,1,3.61,Good,4,3,4,4,4,3,4,3,4,Good,0.39
222,0,0.6971048421470465,0,0,0.048765985,0.050496859,0.2445782026982841,0.7745363505192987,0.6072193141593993,75.04986945109934,19.479239240939677,164.34338570450868,69.01736055935166,233.22603986897568,0.2732202447163515,5,1,5,5,3,1,4,2,5,1,4,5,5,1,3.51,Good,5,4,5,5,4,4,4,4,4,Good,0.49
223,0,0.3567525370804059,0,0,0,0.092465391,0.066220103,0.4875072296124927,0.1698642381924875,60.76136273741543,13.783769636245994,50.91063134009124,9.862843635785794,41.57147886,1.4825997139679008,5,2,5,5,2,1,2,5,5,1,2,5,2,2,3.41,Above Average,3,3,5,4,3,3,3,4,4,Good,0.59
224,0,0.2572050027188689,0,14.036243438720703,0.3333333333333333,0.2425926709249423,0.5491248777594591,0.9603012219380508,0.434310317,47.394850828183394,31.43463587285266,182.53098862141752,74.17666454791038,256.5004104422992,0.099912601,5,3,4,3,1,3,5,3,5,2,5,5,5,1,3.61,Good,4,4,3,5,3,4,4,4,5,Very Good,1.39
225,0,0,0,0,0,0,0,0,0,0,19.27675887562916,121.20330122549564,70.02234626,231.82574833360425,0,5,5,5,5,5,1,1,5,5,1,3,5,5,1,4.04,Very Good,5,5,5,5,5,4,3,4,5,Very Good,0.96
226,0,0,0,0,0,0,0,0,0,0,22.614377843800256,175.62882017480797,87.83509454949944,292.37535458787926,0,5,5,5,5,5,1,1,5,5,1,4,5,5,1,4.08,Very Good,5,5,5,5,5,4,4,4,5,Very Good,0.92
227,0,0.7107991501414668,3,0.025949113,0.5774958783800194,0.1296833786396899,0.3907574293239448,0.6688710361307194,0.7839301460474153,352.33196033317944,27.65122555185603,106.95881079744436,20.94390592722072,87.35321163733462,3.8876529477196886,5,1,5,2,1,2,3,1,2,2,3,5,5,4,2.98,Average,4,2,2,3,2,3,3,3,3,Average,0.02
228,0,0.7006068872578854,0,1.3564469814300537,0.5839017573709293,0.1541369857529607,0.4120573548636315,0.4358219972347179,0.4712153337006836,2768.756817628747,15.373892578891436,69.73819867823597,20.758084379469253,76.93501929567708,13.28559510567297,5,1,5,2,1,2,2,3,1,1,2,5,4,5,2.88,Average,3,2,3,4,2,2,3,4,3,Average,0.12
229,0,0,0,0,0,0.2330495913413864,0.1985064990271498,0.5714285714285714,0.2263315676477133,35.122009560324926,32.81495845618726,148.95927663305628,60.09057683139997,211.57513738559916,0.1343754965835054,5,5,5,5,1,1,3,4,5,2,4,5,5,1,3.95,Good,4,4,4,5,3,4,5,3,5,Very Good,1.05
230,0,0.6817237766927294,18.75,0.2130935375507061,0.5159845052080604,0.087342151,0.4882672652754729,0.7629181748258284,0.6605638242599945,61.18751878,22.077125732483825,83.57567188102502,70.10040918480853,229.6973576,0.895935961,5,1,5,2,2,3,4,2,5,1,2,5,5,2,3.21,Above Average,5,3,3,4,3,3,4,4,4,Good,0.79
231,0,0.2180063860692699,10.5,0,0.1655653657998514,0.098541895,0.5274732766564223,0.6584253379528244,0.3736513151608852,34.95606262571789,18.026764494016177,143.51274365449984,60.47185364690927,204.78021755318588,0.2125377403464166,5,3,5,4,2,3,3,3,5,1,4,5,5,1,3.69,Good,5,4,4,4,4,4,4,4,4,Good,0.31
232,0.974634,0.60833,59.249173,8.392894,1.433564,0.113716,0.243048,0.647271,0.74361,665.425727,17.984823,6.034554,5.244424,25.029789,44.112,1.052443,1.001666,4.995747,1.021271,0.941858,0.987509,3.019615,1.034936,0.990375,1.015064,1.009929,5,0.955471,5,0.250187,Poor,1,1,1,3,1,1,1,2,1,Poor,0.75
233,0.88294,0.556516,47.527281,6.795672,1.151235,0.132662,0.268626,0.604079,0.774813,826.67282,14.575325,9.099615,5.043932,22.956799,19.21,0.981201,1.019973,4.989995,1.09343,0.967228,0.956045,3.030739,1.056874,1.020228,1.033433,1.057054,4.996239,0.943082,4.978717,0.584583,Poor,1,1,2,2,2,1,3,1,1,Poor,0.415
234,0.965166,0.593308,96.371809,6.361952,1.684527,0.123068,0.263384,0.536825,0.719846,1248.427265,17.768899,12.365508,7.978316,34.278003,63.31,1.023013,0.910913,5,1.030115,1.035636,1.002887,2.32906,1.01354,1.019353,0.977205,0.951175,4.959662,1.627182,4.970171,0.353344,Poor,1,1,1,2,1,1,3,2,1,Poor,0.647
235,0.94114,0.648996,41.01518,8.252824,1.024598,0.125466,0.266904,0.605416,0.705098,1043.160304,15.299884,6.00135,6.10101,26.703883,22.221,1.012214,1.036733,5,1.084176,1.079141,0.958055,2.962343,0.97302,1.028984,1.024556,1.072221,4.99332,1.001967,5,0.947709,Poor,2,2,2,3,1,1,2,2,2,Below Average,1.052
236,0.96505,0.530141,76.613519,7.176661,1.195594,0.1377,0.251798,0.530237,0.780621,1227.224609,13.759957,7.405873,4.301119,21.114775,39.758,1.061245,0.971198,5,1.007589,1.003229,0.949729,2.33889,1.062685,1.002834,1.013932,1.005402,5,1.007025,4.96781,0.642583,Poor,1,1,1,2,1,2,1,2,2,Below Average,1.357
237,0.744521,0.553388,236.957711,7.339093,3.289348,0.120577,0.267736,0.632261,0.867695,736.440544,14.112158,5.522085,3.100508,16.830997,91.858,1.000219,1.025982,4.960289,1.013287,0.99459,1.029841,3.038348,0.979931,1.032565,0.961308,1.144583,4.047569,1.054253,4.9096,0.748412,Poor,1,2,1,2,2,1,1,1,1,Poor,0.252
238,0.848486,0.554756,38.835923,9.185883,1.091311,0.136151,0.263504,0.594761,0.745267,859.850863,15.866364,5.534743,4.65976,22.151032,19.155,1.100789,0.956059,4.976137,0.999825,0.986276,0.959171,2.976138,1.014083,0.981296,1.015853,0.996012,5,1.04947,4.986736,1.430968,Poor,1,1,1,3,1,1,2,1,1,Poor,-0.431
239,0.898143,0.568427,167.8435,6.387185,2.249058,0.133456,0.275606,0.567543,0.774281,1041.088791,13.936352,10.930661,6.311576,26.675887,85.548,0.861,1.03729,5,0.999617,1.007205,1.030565,2.547006,0.966405,1.027886,0.973571,1.041503,4.591752,1.512522,4.94731,0.961812,Poor,2,1,1,2,1,1,2,1,1,Poor,0.038
240,0.783513,0.563824,58.385335,6.450981,1.190189,0.119601,0.281404,0.579353,0.726444,1258.667666,14.989168,6.007091,7.36216,31.060329,29.556,0.985509,0.971446,5,1.068675,1.00153,0.979695,2.536528,1.437023,0.949409,0.99499,1.002447,5,1.037739,5,1.185449,Poor,1,1,3,3,1,1,2,2,1,Poor,-0.185
241,0.844022,0.520567,35.927572,9.751728,1.041257,0.140089,0.257955,0.607171,0.770866,789.408834,14.402205,6.155869,4.479931,21.757133,18.82,1.072127,0.917779,5,0.923348,1.064544,1.010134,2.954353,1.080396,1.025759,0.924354,1.011739,4.970754,1.004452,4.981392,0.59038,Poor,1,2,1,3,2,1,1,2,1,Poor,0.41
242,0.903136,0.579225,91.190412,7.426924,2.482177,0.130882,0.265045,0.578461,0.69692,961.956793,12.566986,11.710878,6.176321,25.665639,61.272,0.992622,1.024656,4.995361,1.030554,0.992672,1.033183,2.431919,1.40036,1.370633,0.962395,0.970371,4.150572,1.629608,4.998136,1.642981,Poor,1,1,1,2,1,1,2,1,2,Below Average,0.357
243,0.778125,0.596308,64.652264,8.671401,2.743989,0.123849,0.250609,0.625348,0.711653,887.039389,13.305929,5.649298,4.323916,19.413095,27.128,0.961915,0.922483,4.974683,0.977534,0.998911,0.999662,2.990253,1.582003,1.489613,0.971903,0.957824,3.927964,1.010239,5,0.700094,Poor,1,1,1,3,1,1,2,1,1,Poor,0.3
244,0.964166,0.520393,54.979187,7.312489,1.039583,0.131389,0.27405,0.618628,0.782615,828.36051,15.934016,9.627266,4.108366,22.001015,18.085,0.970853,0.969862,5,1.036615,1.048812,1.062003,2.950429,1.052224,0.954229,1.01405,1.070847,4.985097,0.957848,4.916403,1.104976,Poor,1,1,2,2,2,1,1,2,1,Poor,-0.105
245,0.749019,0.524249,111.708842,7.946923,1.654246,0.110229,0.263074,0.594726,0.672447,987.873895,11.112014,5.067727,6.342788,25.155394,33.966,1.004816,0.951687,4.977587,0.977089,1.029002,1.015352,2.348857,1.681152,0.97886,0.994551,1.00723,5,0.996059,4.985968,1.190035,Poor,1,1,1,3,2,1,1,2,1,Poor,-0.19
246,0.839288,0.551649,62.45969,8.333697,1.766472,0.121964,0.263257,0.588179,0.748523,1077.575023,20.194659,5.994386,5.741261,28.440144,28.817,0.984455,1.005182,5,0.99107,1.003809,0.968931,3.051694,0.980187,1.013589,0.979534,1.004253,4.993273,0.993501,4.959449,1.396992,Poor,2,1,2,3,2,1,1,2,1,Poor,-0.397
247,0.838122,0.545732,32.121858,9.255706,0.873313,0.120854,0.259609,0.590796,0.685548,933.711554,13.099845,6.211104,5.892999,25.289455,23.811,1.091258,1.041979,5,1.002513,1.001305,1.076467,2.383162,1.575086,0.980555,1.00326,1.042352,4.985576,0.998495,5,0.542985,Poor,1,1,2,3,1,1,2,2,1,Poor,0.457
248,1.02974,0.644748,33.657104,9.034643,0.958622,0.120162,0.25677,0.62192,0.725176,725.47625,17.321281,6.136967,5.05389,23.676541,22.39,1.079207,1.007522,4.963831,0.965343,1.016742,0.963479,2.998632,1.043546,0.939727,1.080229,1.062668,4.950517,0.943454,4.988663,0.920028,Poor,1,1,1,2,2,1,1,3,2,Below Average,1.08
249,1.094196,0.55386,92.64699,4.808164,1.592005,0.118084,0.254298,0.522932,0.75408,902.477946,16.271707,5.535496,5.678469,25.654133,39.776,1.015018,0.979587,5,1.069508,0.955688,1.069497,2.397828,0.969335,1.097089,1.006201,1.054816,5,0.932776,5,0.613548,Poor,1,2,2,2,1,1,1,1,1,Poor,0.386
250,0.865233,0.548136,64.48267,8.510279,1.055648,0.12431,0.255016,0.514241,0.724622,1319.664216,12.150633,4.817614,5.64371,23.694992,43.181,1.018886,0.933919,4.984852,1.01107,1.025646,0.93608,2.006367,1.460377,0.992856,0.99621,1.018018,5,1.026985,5,0.772562,Poor,1,2,1,3,1,2,1,2,1,Poor,0.227
251,0.833186,0.620103,65.736076,7.251126,1.567934,0.118097,0.264787,0.583511,0.75243,1337.289909,18.491078,5.978634,7.128974,31.873531,30.478,0.946075,0.971655,5,1.059546,1.016024,0.994696,3.000581,1.051116,0.953436,1.027076,0.949116,4.95316,0.936088,5,1.357214,Poor,1,2,1,4,2,1,1,2,2,Below Average,0.643
252,0.928704,0.538096,66.16,7.864985,1.381246,0.140874,0.273257,0.549148,0.757771,1189.355682,14.116652,5.449296,5.09335,23.090114,21.386,1.031678,1.009769,4.988132,1.00326,1.031188,1.013685,2.468973,1.008824,0.97495,1.021439,1.018848,5,1.025311,5,1.096164,Poor,2,1,1,2,1,2,2,1,1,Poor,-0.096
253,0.872985,0.557925,165.505063,6.276853,2.437918,0.126591,0.26269,0.560615,0.78551,1124.099395,14.707303,5.427973,4.541955,21.35015,55.065,0.993006,0.995737,5,0.926071,0.939757,0.968707,2.503664,1.043144,0.969808,1.011467,1.042794,4.517433,1.041423,4.903016,1.049558,Poor,1,2,2,2,1,2,2,2,1,Poor,-0.05
254,1.076681,0.647966,37.97436,7.003724,0.859875,0.123226,0.270644,0.556699,0.700164,1076.803677,14.035092,5.417861,4.38762,20.506832,16.904,0.989077,1.014489,5,1.002269,0.943991,1.001693,2.365746,0.912671,0.972098,0.942702,1.023474,5,1.07435,4.977072,1.190811,Poor,1,1,1,3,1,2,1,2,1,Poor,-0.191
255,0.785203,0.557423,44.576629,8.780752,1.163308,0.138628,0.270019,0.58273,0.761354,1128.330462,14.174859,5.494965,5.514986,23.668774,19.933,1.042029,0.977533,5,0.945055,0.988398,1.069711,2.919686,1.047537,0.925945,0.996397,0.993099,5,0.873818,4.923288,1.005489,Poor,1,1,1,2,2,1,2,2,1,Poor,-0.005
256,0.848796,0.589682,70.425101,7.659023,1.208312,0.131967,0.254022,0.539221,0.766135,1448.160821,13.62089,4.81918,5.982113,24.810721,40.035,0.936475,1.04644,4.994376,1.04598,1.010892,0.931866,2.410189,1.030317,0.969373,0.956386,0.992825,4.992921,0.959525,4.986954,0.258703,Poor,1,1,1,3,1,1,2,2,2,Below Average,1.741
257,0.968502,0.576923,70.329676,5.322613,1.126332,0.116286,0.269317,0.580177,0.72616,924.636468,16.199161,5.780527,4.948228,24.470917,26.335,0.999133,0.957334,5,1.032874,1.030162,0.968907,2.412383,0.918813,1.06838,1.020329,0.989566,5,1.030037,5,0.792067,Poor,1,1,2,2,1,2,2,1,1,Poor,0.208
258,0.92827,0.598916,36.707859,8.64937,0.994541,0.128096,0.247475,0.63558,0.776979,756.82653,17.962646,5.53867,4.988679,24.543801,21.256,1.043925,0.97299,4.96779,0.999952,1.07728,1.012366,3.037431,0.970728,1.0031,0.952938,0.977156,5,0.998464,5,0.93873,Poor,2,1,1,3,1,1,2,2,1,Poor,0.061
259,0.888862,0.577824,91.219476,6.483361,1.883759,0.109405,0.247363,0.630207,0.769689,878.744888,22.066807,6.711953,6.583273,32.444344,40.333,1.068367,1.01729,5,1.007931,1.059469,1.064464,2.980783,1.03673,1.021388,1.066962,1.027242,4.973253,0.968093,4.99964,1.536179,Poor,1,1,2,2,2,1,2,3,2,Below Average,0.464
260,0.976565,0.574488,89.206012,6.919161,1.449695,0.133508,0.25017,0.483141,0.778956,1451.396287,13.833709,4.969357,5.341056,23.297755,41.144,1.016759,0.975144,4.953169,1.041735,0.914696,1.022687,2.018374,1.08204,1.013007,0.917663,0.966555,5,1.014223,5,0.9012,Poor,1,1,2,3,1,1,1,2,1,Poor,0.099
261,0.978262,0.584133,47.119932,8.843459,1.391841,0.120795,0.245255,0.620199,0.721301,779.220753,19.462124,7.21171,5.320586,26.448195,25.858,0.959126,1.00274,5,0.996906,0.970255,1.031465,3.074905,0.97595,1.049379,1.035571,0.89387,4.969552,0.974566,5,1.129865,Poor,2,1,1,3,1,2,1,1,2,Below Average,0.87
262,0.851082,0.487434,50.623519,8.00983,0.944841,0.125478,0.285121,0.573217,0.699052,1028.029493,12.869893,9.046974,5.430066,23.804782,22.498,0.998236,1.014082,4.982627,1.020802,1.02215,1.026878,2.503512,1.555662,1.001116,1.00733,0.971438,4.988933,1.02214,5,0.530882,Poor,1,1,2,2,1,1,2,2,1,Poor,0.469
263,0.853212,0.540811,64.582751,8.307842,1.070151,0.135432,0.2627,0.522278,0.714574,1286.533232,12.30539,4.954083,5.689771,23.101873,43.515,0.912444,1.00536,5,1.007315,0.988539,0.990723,1.991134,1.472539,0.966148,0.989386,1.049164,4.99834,0.947739,5,1.253086,Poor,1,1,1,3,1,1,2,2,1,Poor,-0.253
264,0.749698,0.487228,103.61561,7.728864,2.282926,0.110662,0.204377,0.695859,0.781587,521.491173,19.972918,5.759112,5.770535,27.540448,84.961,1.009164,0.939874,5,0.985288,1.015153,1.093173,3.036877,0.944854,0.977489,0.931088,1.043243,5,0.984836,5,0.937361,Poor,2,1,1,2,2,1,2,2,1,Poor,0.063
265,0.929025,0.612836,139.766618,8.289795,2.064588,0.120434,0.263222,0.634536,0.797855,728.409885,15.767304,5.886018,3.967701,20.383235,54.392,0.954627,0.962944,4.996628,0.990909,0.99012,1.067093,3.032767,0.982396,1.009293,1.020209,0.991647,4.489534,0.993939,4.893307,1.185562,Poor,1,2,1,3,1,1,2,2,2,Below Average,0.814
266,0.778967,0.560953,35.31959,8.833918,1.179144,0.136967,0.267922,0.596244,0.788261,857.327611,13.487846,5.394243,5.231109,23.042562,19.951,1.046821,0.989082,5,0.976617,0.95172,0.966138,2.994214,1.021259,1.11345,1.025465,1.009129,5,0.976992,5,1.238104,Poor,1,1,1,2,1,2,2,1,2,Below Average,0.762
267,0.871896,0.554792,37.270865,8.776136,1.046327,0.130525,0.262942,0.609493,0.755352,819.731977,16.067486,5.520811,4.80061,22.368018,20.339,0.989983,1.039513,5,0.994822,1.042027,0.985645,2.985957,0.964784,0.982554,1.007328,0.962799,5,1.071205,5,0.793857,Poor,1,2,1,3,2,2,3,1,1,Poor,0.206
268,0.980541,0.545626,51.490319,7.254434,1.026821,0.117544,0.271456,0.617846,0.756692,817.132113,16.087021,9.144844,4.298398,21.930153,19.141,0.953783,1.001887,4.932461,0.913796,1.028667,0.947787,2.977603,0.943305,0.943645,0.984046,0.983595,5,1.01798,4.989555,1.31242,Poor,1,2,1,2,1,1,1,2,1,Poor,-0.312
269,0.880549,0.561153,63.694923,7.677397,1.238239,0.131489,0.26716,0.514395,0.697763,1290.032696,12.890757,5.375,6.346971,26.476701,26.031,0.980254,1.040938,5,1.011611,1.068189,1.051872,1.964926,1.567142,0.97539,0.999296,1.000609,5,0.954829,5,1.225702,Poor,1,1,2,4,1,1,2,2,2,Below Average,0.774
270,0.881671,0.614909,62.122014,6.205069,1.440704,0.137896,0.253581,0.543819,0.759965,1081.320794,14.919179,5.185759,6.018723,26.486849,24.282,1.02881,1.060668,4.987514,0.95814,1.033771,1.031851,2.514294,0.949377,1.049566,1.023034,0.945061,5,0.942361,4.980695,0.813674,Poor,1,2,2,3,1,1,2,2,2,Below Average,1.186
271,0.810819,0.575409,48.108769,6.486315,1.094248,0.127615,0.287842,0.571877,0.703857,899.835387,14.481006,6.135584,6.257963,27.382863,28.565,1.002169,0.97891,4.982989,1.016647,1.033599,0.940089,2.467503,1.518793,0.961968,1.015705,0.986851,4.973639,0.969233,5,0.684662,Poor,1,2,1,2,1,1,2,2,1,Poor,0.315
272,0.902009,0.600896,82.485961,6.279225,1.327009,0.120808,0.276624,0.541144,0.721775,1408.830469,13.853889,11.179907,8.334107,32.552124,56.991,1.057269,1.03577,4.963831,1.061836,1.046482,1.019455,2.416472,1.002628,0.968181,1.018704,0.987341,4.910602,1.594208,5,0.956286,Poor,2,1,1,2,1,1,2,2,2,Below Average,1.044
273,0.84957,0.607867,61.99989,7.264681,1.69886,0.133966,0.24761,0.580406,0.745693,966.287263,19.164965,6.035029,6.441057,30.263713,30.63,0.996108,1.001303,5,1.014686,1.025679,0.956557,2.993015,0.951501,1.025251,1.021209,0.996047,5,0.937739,5,1.031687,Poor,2,2,1,3,1,2,2,1,2,Below Average,0.968
274,0.863631,0.549295,97.395903,6.579794,1.432571,0.117461,0.242358,0.583804,0.772666,979.163591,16.438504,5.824637,5.360793,25.302847,48.323,0.999612,1.00835,4.991473,0.970693,1.025228,0.999366,2.451591,1.027077,1.012238,0.989687,0.984384,4.941459,0.966899,5,0.77958,Poor,1,1,1,2,1,2,1,2,1,Poor,0.22
275,0.84555,0.539835,58.007954,8.811349,1.001614,0.124561,0.26636,0.521155,0.713292,1324.993366,11.807395,5.062753,5.908888,24.181095,40.661,1.013595,1.035046,5,0.921332,0.989846,1.017952,1.943295,1.601432,0.996433,0.915216,0.918321,5,0.953085,5,0.837463,Poor,1,1,1,2,1,1,2,1,1,Poor,0.163
276,0.848761,0.471997,47.489274,8.492936,1.160152,0.145367,0.280411,0.606989,0.755386,917.450829,14.114396,8.312063,4.17108,20.091688,17.448,0.999628,1.096472,4.98783,1.050767,1.025884,0.953035,3.054425,0.957584,0.91072,1.034133,1.042758,5,0.989559,5,0.808547,Poor,1,1,1,2,2,1,2,1,1,Poor,0.191
277,0.83734,0.556631,162.164969,7.23278,2.788642,0.114689,0.257572,0.610751,0.817077,934.790225,19.233592,6.01735,4.781239,24.387819,66.145,0.997704,1.030976,4.873496,1.044404,0.980241,1.086914,2.97957,1.001131,1.026415,0.964968,1.03491,4.442663,1.051564,5,0.789122,Poor,2,2,1,3,1,2,2,2,2,Below Average,1.211
278,0.903754,0.559778,47.529135,6.975325,1.022654,0.131056,0.280435,0.60452,0.742398,783.463533,13.516796,9.038706,4.152484,20.556299,16.929,1.023224,1.05695,5,1.036918,1.016182,0.990583,2.955327,0.965228,1.021824,0.98155,0.990614,4.99358,1.014331,4.952826,1.364835,Poor,1,2,1,2,1,1,2,2,2,Below Average,0.635
