image_path,ground_truth
image178/line_005.png,සරුංගලේ යවමි.
image178/line_008.png,සැදෑ  අඳුරත් සමඟ මම මුහුදු වෙරළේ
image178/line_009.png,වැලි මාලිගා සාදමි
image178/line_010.png,සැදෑ  අහසේ ඉර බැස යන ආකාර
image178/line_011.png,මම මුහුදු වෙරළේ සිට නරඹමි.
image179/line_014.png,මම කැමැතිම පොත
image179/line_024.png,ගඟ අද්දර නම් කෘතියට බොහෝ
image179/line_033.png,සේ ප්‍රිය කරමි
image179/line_042.png,එහි සරල ගැමි භාෂාවට මම බොහෝ
image179/line_054.png,සේ ප්‍රිය කරමි
image179/line_063.png,ගහ අද්දර නම් කෘතිය තුළ මම ළළු
image179/line_072.png,වන් සමග සිටින ආකාරය දැන ගත්
image18/line_002.png,කූර
image18/line_003.png,පූසා
image18/line_004.png,නූල
image18/line_006.png,ලූලා
image18/line_008.png,දූපත
image180/line_010.png,"රවිඳු, සහන් සහ අතුල ක්‍රකට්  සෙල්ලම් කරමින්"
image180/line_015.png,සිටියේ අතුලයේ නිවසේ ඉදිරිපස මිදුලේ ය
image180/line_023.png,රවිඳු එවන ලද බෝල පහරක් වැදීමෙන්
image180/line_028.png,අතුලයේ නිවසේ ජනේලයක් බිදි ගියේය
image180/line_033.png,එතැන් සිදුවන්නට ඇති දේ පිළිඳව
image180/line_039.png,නිර්මණත්මක වැකි තුනක් ලියන්න
image181/line_028.png,තුලාව
image182/line_012.png,සැදෑ කාලයේදී මම මුහුදු වෙරළේ සරුංගල්
image182/line_028.png,යවමි
image182/line_044.png,සැදෑ  අඳුරත් සමග මම මුහුදු වෙරළේ
image182/line_054.png,වැලි මාලිගා සාදමි
image182/line_066.png,සැදෑ  අහසේ ඉර බැස යන ආකාරය මම
image182/line_073.png,මුහුදු වෙරළේ නරඹමි.
image183/line_008.png,අපි වැඩිහිටියන්ට ආදරයෙන් කරුණාවෙන්
image183/line_016.png,"සලකමු,"
image183/line_039.png,අපි ඔවුන් අසනීප වූ විට බෙහෙත් දී ඉතා
image183/line_053.png,හොදින් සලකමු.
image183/line_070.png,අපි වැඩිහිටියන් දුටු විට ඔවුන්ට ඉතා
image183/line_079.png,ගෞරවයෙන් සලකමු.
image184/line_014.png,අපේ පාසලේ ක්‍රීඩා උත්සවය අදයි
image184/line_017.png,වර්තමාන
image184/line_026.png,විවිධ වර්ණයේ කොඩි ක්‍රීඩා පිටිය වටා ලෙළ
image184/line_038.png,දෙයි
image184/line_044.png,ක්‍රීඩා නායක නායකයෝ ඔලිම්පික් පහන
image184/line_051.png,දල්වති
image184/line_061.png,ක්‍රීඩක ක්‍රීඩිකාවෝ ධාවන පථයේ වේගයෙන්
image184/line_067.png,දුවති.
image185/line_001.png,අපි සීගීරිය නැරඹීමට ගියෙමු.
image185/line_004.png,අතීතකාලය
image185/line_005.png,විනෝද පොකුණු මැදින් අපි සිගිරි ගල
image185/line_006.png,මුදුනට ගියෙමු.
image185/line_015.png,සිගිරි බිතු සිතුවම් බලා අපි සතුටු වුණෙමි.
image186/line_001.png,විරාම ලකුණු
image186/line_008.png,තිත
image186/line_031.png,ප්‍රශ්නාර්ථ ලකුණ
image186/line_046.png,කොමාව
image187/line_022.png,යුගල උඩු කොමා
image187/line_031.png,"යමෙකු විසින් කළ ප්‍රකාශයක්, යමකින්"
image187/line_036.png,උපුටා ගැනීමක් සඳහා වන කොටසක්
image188/line_001.png,"විස්මයක්,ආශිර්වාදයක්,ශෝකයක්,"
image188/line_002.png,නගා කරන ආමන්ත්‍රණයකදී මෙය යොදයි.
image188/line_003.png,"සතුටක්,ප්‍රාර්ථනයක්,නියෝගයක්,හඩ"
image189/line_001.png,සොබාදහමට ආදරය කළ ශ්‍රේෂ්ඨ රතු ඉන්දීය
image189/line_008.png,නායකයා කවුද
image189/line_017.png,එකම පවුලකට අයත් වන දේ ලෙස මෙහි
image189/line_029.png,දක්වා ඇත්තේ මොනවාද ?
image189/line_035.png,"සුගන්ධවත් පුෂ්පයෝ,පිනි මුවා"
image19/line_002.png,මුහුද
image19/line_004.png,තිබණා
image19/line_008.png,තඹුරු
image19/line_013.png,සුදු
image19/line_038.png,හැපුණා
image190/line_001.png,කොට්ඨාශය
image190/line_002.png,කිලිටි
image190/line_003.png,කැලණි
image190/line_004.png,කැලෑව
image190/line_005.png,ගවේෂණශීලී
image191/line_001.png,මධ්‍යම
image191/line_002.png,රකාරාංශය
image191/line_003.png,මධ්‍ය
image191/line_004.png,ධාන්‍ය
image192/line_003.png,සූකිරි
image192/line_019.png,රූකඩ
image192/line_048.png,සූරයා
image192/line_070.png,බූරුවා
image193/line_049.png,වාක්‍ය
image193/line_078.png,සෞඛ්‍ය
image193/line_095.png,රාජ්‍ය
image193/line_112.png,ද්‍රව්‍ය
image194/line_003.png,කොන් පාපිල්ල
image194/line_008.png,"ඛු ,ඝු,චු,ජු,ඡූ,ඣු,ඤු"
image194/line_014.png,"ටු,ඨු,ඩු,ණු,ථු,දු,නු"
image195/line_001.png,"අයියේ, සීනිබෝල ගෙනාවද ?"
image195/line_002.png,එක් වර්ගයක වචන වෙන් කිරීමේ දී
image195/line_003.png,"සෙරමත් අරගෙන, ආපහු එනවා."
image195/line_004.png,හතරකින් විවේක අරගෙන එහෙ ලියුම්
image195/line_005.png,"උදා පැය අටකින් පිතාරවලට ගිහින්, පැය"
image196/line_001.png,වඩාත් ඇලුම් කරමි.
image196/line_002.png,උපාලි හා ජින්නා අතර සිදුවන වීරක්‍රියා
image196/line_003.png,කරමි.
image196/line_004.png,නිසා මම  එයට  වඩ  වඩාත් ඇලුම්
image196/line_005.png,මාර්ටින් වික්‍රමසිංහ මහතා රචනා කළ මඩොල්
image196/line_006.png,දූව නම් ළමා නව කතා පොතට මම බොහෝ
image196/line_007.png,ප්‍රිය කරමි.
image196/line_008.png,එහි ඇති අපූරු සිතුවම් නිසා මම එයට
image197/line_001.png,රූපවාහිනිය
image197/line_003.png,ප්‍රබල සන්නිවේදන මාධ්‍යයක් වන රූපවාහිනිය
image197/line_004.png,ජෝන් ලොගී බෙයාර්ඩ් මහතා ලොවට
image197/line_005.png,හදුන්වා දුන්නේ ය
image197/line_007.png,ශ්‍රව්‍ය දෘශ්‍ය සන්නිවේදන මාධ්‍යයක් වන
image197/line_008.png,රූපවාහිනිය ලොව තොරතුරු එසැණින් අප
image197/line_020.png,අප  වෙත  ගෙන එයි.
image197/line_033.png,"ආගමික ,දේශාපාලික ,ක්‍රීඩා,ආර්ථික හා"
image197/line_035.png,සාමාජිය තොරතුරු ගෙන එන රූපවාහිනිය
image197/line_038.png,අපේ යහපැවත්මට  අපි භාවිතා කරමු.
image198/line_001.png,මම බොහෝ ප්‍රිය කරමි .
image198/line_002.png,පොලියානා නම් ළමා නව කතා පොතට
image198/line_003.png,එහි ඇති පොලියානා නම් චරිතයට
image198/line_004.png,එහි ඇති සතුටු බෙදන සෙල්ලමට
image199/line_001.png,මා ගිය විනෝද ගමනක්
image199/line_005.png,මම පවුලේ අය සමඟ මාතලේ රිවස්ටන්
image199/line_015.png,සිරි නැරඹීමට විනෝද චාරිකාවක් ගියෙමි.
image199/line_022.png,"මීදුමෙන් වැසුණු කඳු  පන්ති,කඩා හැලෙන"
image199/line_030.png,දිය ඇලි එහි ඇති ගස් වැල් දැක මම
image199/line_037.png,සතුටු  වුණෙමි.
image199/line_040.png,"නටා,ගයා,වයා ආ ගිය එම විනෝද ගමනෙන්"
image199/line_043.png,මම බොහෝ සතුටට පත් වුණෙමි.
image20/line_001.png,ගෘහය අසළ තෘණ භූමියක් තියෙ
image20/line_002.png,මේ කෘතිය කියවන්න.
image20/line_003.png,වෘත්තයක් අඳින්න.
image200/line_001.png,මම පවුලේ අය සමඟ නුවරඑළිය සිරි
image200/line_002.png,නැරඹීමට විනෝද චාරකාවක් ගියෙමි
image200/line_003.png,"මීදුමෙන් වැසී ගිය කඳු පන්ති, කඩා හැලෙන"
image200/line_005.png,"දිය ඇලි, තේ වතු, මල් වතු දැක මම"
image200/line_008.png,සතුටු  වුණෙමි
image200/line_010.png,"නටා,ගයා,වයා ආ ගිය එම විනෝද"
image200/line_012.png,ගමනෙන් මම බොහෝ සතුටට පත් වුණෙමි.
image201/line_001.png,අපද්‍රව්‍ය ජලයට එක් නොකර අපි ජල සම්පත සුරකිමු.
image201/line_002.png,ජල සම්පත සුරකිමු .
image201/line_003.png,කර අපි ජල සම්පත සුරකිමු.
image201/line_004.png,"කැඩී බිදී ගිය ජල නළ පද්ධති, ජල කරාම අලුත්වැඩියා"
image201/line_005.png,"සතුන්ගේ මළ මුත්‍රා, කර්මාන්තශාලා වලින් පැමිණෙන"
image201/line_029.png,මිනිස් පරිභෝජනයට සීමිත වූ ජලයෙහි අගය අන් අයට
image202/line_001.png,"දේපළ පිරිසිදුව, පිළිවෙලට තබා ගනිමින් අපි ඒවා සුරකිමු."
image202/line_002.png,"අනවශ්‍ය ලෙස කඩා බිඳ නොදමින්, නිසි ලෙස"
image202/line_003.png,නඩත්තු කරමින් අපි පොදු දේපළ සුරැකිමු.
image202/line_004.png,"පාසල,පන්සල,බැංකුව,බස් නැවතුම වැනි පොදු"
image202/line_005.png,මෙවැනි ස්ථානවල අගය සැමට වටහා දී අපි පොදු
image202/line_006.png,දේපළ සුරකීමට දායක වෙමු.
image203/line_001.png,පුදුමයි
image203/line_002.png,පුංචි
image203/line_003.png,දැනුණා.
image203/line_004.png,සිනිඳු
image203/line_005.png,වුණා
image203/line_006.png,අලුත්
image203/line_007.png,මුළු
image203/line_008.png,අත්තටු
image204/line_001.png,ඔබ පරිසරයට අපූරු සුන්දරත්වයක් ගෙන දෙන
image204/line_002.png,මම ගසක් වෙමි.
image204/line_003.png,වාතය ලබා දීමට මම සහය වෙමි.
image204/line_004.png,මම වටිනා දෙල් ගසක් වෙමි.
image204/line_005.png,"මිනිසාට අවශ්‍ය ආහාර ,සෙවණ,සිසිලස හා පිරිසිදු"
image204/line_006.png,අමතක නොකරමි.
image204/line_007.png,"සතුනට අවශ්‍ය ආහාර,වාසස්ථාන ලබා දීමට මම"
image206/line_001.png,අපගේ දෙවැනි මව් වැනි මගේ ගුරුතුමිය අප
image206/line_002.png,වර්ණවත් සාරිවලින් සැරසී ඇය උදයම පාසලට
image206/line_003.png,පැමිණෙයි
image206/line_004.png,මගේ ආදරණීය ගුරුතුමිය
image206/line_005.png,යහපත් ගුණ ධර්ම හා අපට අවශ්‍ය විවිධ විෂය
image206/line_006.png,කොටස් ඇය මැණවින් උගන්වයි.
image208/line_004.png,නිසි කලට වැඩ කරන ඔබට අවැසි වේලාව
image208/line_006.png,මම නිවැරදිව ලබා දෙමි.
image208/line_007.png,"පැය කටුව ,මිනිත්තු කටුව, තප්පර කටුව හා මම"
image208/line_009.png,විහිසුරුවම වැඩ කරමි.
image208/line_010.png,නිවසේ බිත්තියක රැඳී සිටින මා ඔබ බලන
image21/line_001.png,යුගල පද භාවිතයෙන් වැකි සාදමු .
image21/line_007.png,අයියා සහ අක්කා අනම් මනම් කතා කරති.
image21/line_009.png,ගමේ මිනිස්සු වාද විවාද කරති.
image21/line_010.png,යාචකයාට ළමයි විහිළු තහළු කරති.
image21/line_011.png,"මැජික් කරුවා ගේ වේදිකාවේ ""අරුම පුදුම මැජික්"""
image21/line_013.png,යනුවෙන් පුවරුවක් තිබෙයි.
image21/line_015.png,තාත්තා අලුත් අවුරුදු දවසට පෙර අස්සක් මුල්ලක් නෑර
image21/line_017.png,පිරිසිදු කරයි.
image214/line_001.png,මාලය
image214/line_002.png,ශෛල
image214/line_003.png,කේතලය
image214/line_004.png,ගුරුතුමා
image214/line_006.png,කෑරලා
image214/line_007.png,වැස්ස
image222/line_001.png,සියලු දෙනා ගැන නිතර සොයා බලයි.
image223/line_015.png,දබරැගිල්ල
image223/line_035.png,දබරැගිල්ල
image223/line_051.png,දබරැගිල්ල
image223/line_055.png,මැදැගිල්ල
image223/line_069.png,මැදැගිල්ල
image223/line_096.png,මැදැගිල්ල
image224/line_053.png,දහළුය
image224/line_054.png,දහඳිය
image224/line_055.png,දහඳිය
image224/line_056.png,ගිණිමැල
image225/line_001.png,කෙකටිය
image225/line_002.png,මේසය
image225/line_003.png,බෝතලය
image225/line_004.png,වෘත්තය
image225/line_005.png,ධෛර්ය
image225/line_006.png,ක්‍රමය
image225/line_007.png,ගාථාව
image226/line_001.png,වීමර්ෂණ
image226/line_002.png,පොළඟා
image227/line_006.png,ප්‍රහේලිකාව
image228/line_004.png,නිරූවණය
image228/line_005.png,නිරූපණය
image229/line_003.png,ප්‍රශ්නාර්ථ ලකුණ
image229/line_004.png,යම් වාක්‍යයකින් ප්‍රශ්නයක්
image229/line_006.png,ප්‍රශ්න පදය කුමන ස්ථානයේ තිබුණ ද
image229/line_009.png,වාක්‍යය  අවසානයේ
image23/line_001.png,යුගල උඩ කොමාව.
image23/line_002.png,යුගල උඩ කොමාව යොදනු
image23/line_003.png,ලැබෙයි.
image23/line_005.png,කෙනෙක් කියන ලද දෙයකට
image23/line_007.png,සහ යමකින් උපුටා ගැනීමේදී
image23/line_008.png,"""මමත් එනවා."" නංගී කිව්වා."
image230/line_027.png,"විස්මයාදී ලකුණ, හර්ෂයාදී ලකුණ, තිත්හුල"
image230/line_039.png,පුදුමයක් හැඟවීමේ දී
image230/line_052.png,පාර්ථනාවක දී
image230/line_070.png,සතුටක දී
image230/line_086.png,ශෝකයක්‍ දී
image24/line_002.png,මාලා ගාල්ලට යනවා.
image24/line_004.png,තාරාවා පාරට ආවා.
image24/line_006.png,මාමා මාලයක් ගත්තා.
image24/line_007.png,නයනා මාතරට ආවා.
image241/line_001.png,ඒ කොහොමද සීයේ මනුක ඇසුවා
image241/line_002.png,"හවසට ආප්ප,පිට්ටු ඉඳි ආප්ප විකිණීමට"
image241/line_003.png,තෑග්ග දුටු නිමල් ෂා හරිම ලස්සනයි කිව්වා
image241/line_004.png,පුතේ ඔයා මෙහෙට එනව ද
image241/line_005.png,පත්තරේ දානවා යනුවෙන් හඳුන්වන්නේ
image241/line_006.png,අර තනි කකුලෙ මේසයක් කවීෂා කිව්වා
image241/line_007.png,ඔබද මේක ලිව්වේ
image242/line_001.png,ග ජ ඩ ද බ
image242/line_002.png,මහප්‍රාණ අක්ෂර
image242/line_003.png,ඛ ඡ ඪ ථ ඵ
image242/line_004.png,අලපප්‍රාණ අක්ෂර
image242/line_005.png,ඝ ඣ ඪ ධ භ
image242/line_006.png,ක ච ට ත ප
image242/line_007.png,මර්ධජ අක්ෂර
image242/line_008.png,ණ ළ ෂ
image242/line_030.png,සඤ්ඤක අක්ෂර
image244/line_002.png,පාසලේ පැවැත්වෙන ක්‍රීඩා උත්සවයක්
image244/line_003.png,ගොඩනැඟිල්ලක් විවෘත කිරීමක්
image244/line_004.png,පොළක්
image244/line_005.png,"ක්‍රිකට්,ෆිට්බෝල් වැනි ක්‍රීඩා පැවැත්වෙන අවස්ථා"
image244/line_006.png,පෙරහැරක්
image245/line_008.png,මම පුවතක් වෙමි
image245/line_013.png,තීන්ත හා කඩදාසි යොදාගෙන මම මුද්‍රණ
image245/line_018.png,යන්ත්‍රයෙන් උපත ලබමි.
image245/line_023.png,"රටේ සිදුවන වැදගත් සිදුවීම්, වෙනස්කම්"
image245/line_025.png,හා දැන්වීම් ආදිය මගෙන් දැනගත හැකි
image245/line_032.png,ලොකු කුඩා සැම දෙනාගේ ම දැනුම වර්ධ
image245/line_035.png,සඳහා මම විශාල මෙහෙරක් ඉටු කරමි
image246/line_006.png,මම සෑම දරුවෙකුටම
image246/line_008.png,දැනුම මෙන්ම
image246/line_020.png,ලබා දෙමි
image246/line_023.png,හොඳින් ඉගෙන ගන්නා දරුවන්
image246/line_026.png,මා හට සතුටක් ගෙන දෙයි.
image246/line_028.png,ඉගෙන ගැනීමට
image246/line_030.png,විට මා හට දුකක් ගෙන දෙයි.
image246/line_034.png,මගෙන් ඉගෙන ගත්
image247/line_020.png,රුලං
image247/line_029.png,සුළඟ
image249/line_010.png,හොඳට
image249/line_012.png,ළඟට
image249/line_015.png,ඇඟිලි
image249/line_018.png,දබරැඟිල්ල
image249/line_020.png,මැදැඟිල්ල
image250/line_015.png,කොමාව
image250/line_026.png,"මම උදෑසන අවදි වී, දත් මැද මුහුණ"
image250/line_029.png,පාසල් ගියෙමි.
image250/line_032.png,"මාත් අම්මායි, තාත්තායි දෙන්නම"
image250/line_034.png,බලා ගන්නවා.
image250/line_047.png,"ඇරිස්ටෝවල්, රොටියක් සේ වටකුරු පුප"
image250/line_049.png,ගෙන එය හිරු එළියට ඇල්ලී ය.
image250/line_051.png,"ජීවක වෛද්‍යතුමනි, මාහට අවුරුදු හයක්"
image250/line_054.png,තිස්සේ ම නින්දක් නැත.
image250/line_061.png,"ක්ලැරිබෙල්, කහ පාට කැනේරි වර්ගයට"
image250/line_064.png,අයත් කුඩා ෂක්ෂියෙක්
image251/line_001.png,එකවර ඇසුවා
image251/line_002.png,"""හොඳයි, දැන් ඇගිලි දිග අරින්නකෝ."""
image251/line_018.png,යමෙකු විසින් කළ ප්‍රකාශයක් දැක්වීමේ දී
image251/line_019.png,යුගල උඩු කොමා
image251/line_021.png,"""සමන් මෙහෙට එන්න"" යැයි ගුරුතුමිය පැවසුවා"
image251/line_022.png,ය
image251/line_025.png,යමකින් උපුටා ගැනීමක් සඳහා වන කොටස
image251/line_026.png,ක් පෙන්වීමේ දී
image251/line_029.png,සිංහලයනි අවධිවව් අනගරික ධර්මපාල පවසා
image251/line_031.png,ඇත
image251/line_034.png,"""මැදඟිල්ල තමයි ලොක්කා"" නංගි උත්තර දුන්නා."
image251/line_035.png,"""නෑ,මගේ පුතේ. මෙන්න මෙයයි ලොක්කා"""
image251/line_036.png,"""මට නම් මේක තේරෙන්නේ නැහැ."""
image251/line_037.png,"""මොකද වුණේ"" කියා අපි හැමෝම"
image252/line_004.png,සමානාර්ථ පද
image252/line_008.png,අර්ථයෙන් සමාන පද සමානාර්ථ පද
image252/line_018.png,සමානාර්ථ පද ලිවීමේ දී පද දෙක අතරට
image252/line_021.png,කිරීමේ ලකුණ යෙදිය යුතුය.
image252/line_022.png,මේවා වෙනත් ආකාරයකින් කියන්නේනම් එකම
image252/line_025.png,අදහස දෙන විවිධ පද සමානාර්ථ ලෙස හඳුන්
image252/line_027.png,සමානාර්ථ පද ඒකවචන බහුවචන බෙදය
image252/line_032.png,පිළිඳව සැළකිලිමත් විය යුතුව.
image253/line_002.png,සමානාර්ත පද
image253/line_005.png,අර්තයෙන් සමාන පද සමානාර්ත පද ලෙස
image253/line_006.png,හඳුන්වයි. සමානාර්ත පද ලිවීමේ දී පද දෙක
image253/line_007.png,අතරට සමාන කිරීමේ ලකුණ යෙදිය යුතු ය
image253/line_012.png,මේවා වෙනත් ආකාරයකින් කියන්නේනම් එකම
image253/line_021.png,අදහස දෙන විවිධ පද සමානාර්ත පද ලෙස
image253/line_026.png,සමානාර්ථ පද ලිවීමේදී ඒක වචන බහු වචන
image253/line_028.png,ගැන සැලකිලිමක් විය යුතුය
image254/line_003.png,සත්ව
image254/line_008.png,පක්ෂියකු
image254/line_011.png,මීයා
image254/line_014.png,කුකුළා
image254/line_016.png,බකමූණා
image254/line_024.png,ඌරා
image254/line_030.png,හාවා
image255/line_001.png,පුද්ගල නාමපද
image255/line_004.png,බින්දු
image255/line_021.png,පොලීසිය
image255/line_033.png,ඔල්සන්
image255/line_037.png,නංගි
image256/line_001.png,රට
image256/line_010.png,පාසල
image256/line_014.png,හැරමිටිය
image256/line_020.png,කෝටුව
image256/line_023.png,ගෙදර
image256/line_026.png,ගේට්ටුව
image256/line_029.png,කුරුණෑගල
image256/line_030.png,පොත
image256/line_035.png,වැල්
image257/line_001.png,පහත ප්‍රස්ථාව පිරුළුවල තේරුම
image257/line_002.png,ලියන්න
image257/line_003.png,ඉබ්බාගෙන් පිහාටු ඉල්ලනවා වගේ
image257/line_004.png,කෙනෙකුගෙන් කෙසේවත් ලබා ගත
image258/line_001.png,මුවා
image258/line_002.png,තුන
image258/line_003.png,මුල
image258/line_004.png,දුර
image258/line_005.png,රුවල
image259/line_004.png,රාජකාරිය නිවැරදිව කිරීම
image259/line_008.png,පාසලට එන දරුවන් ආරක්ෂිතව පාර මාරු කිරීම.
image259/line_010.png,තොමෝ දරුවන්ට මෙන්ම වැඩිහිටියන්ට ද මාර්ග
image259/line_014.png,නීති මතක් කර දෙයි.
image259/line_019.png,දරුවන්ට කරුණාවෙන් මග පෙන්වීම.
image259/line_024.png,කිසිදු ප්‍රතිලාභයක් ලබා නොගෙන ඇය සිදු කරන
image260/line_001.png,ඊ එ ඒ ඓ ඔ ඕ
image260/line_002.png,ඣ ඦ ට ඨ ඩ ඪ
image260/line_003.png,ඖ ඛ ඞ ච ඡ ජ
image260/line_004.png,ණ ඬ ථ ධ ඵ බ
image260/line_005.png,ම ඔ ර ව ළු
image261/line_001.png,පිහිටා තිබුණු පොල් මුල
image261/line_002.png,"මගේ මාලිගාව, දිව්‍ය"
image261/line_003.png,බලා ලිවීම
image261/line_004.png,වත්ත කෙළවරේ උස්
image261/line_005.png,"වනය, සිරිපාද කන්ද, පාස"
image261/line_006.png,තරම් හීන මවන්න මට
image262/line_001.png,බලා ලිවීම
image262/line_002.png,ඇගේ ගම ගිංතොට ය එය ගාල
image262/line_010.png,"ගම්මානයකි. මල්, පලතුරු, ගහකොළවලින්"
image262/line_011.png,පිරුණු නිතර ම සිහිල් සුළඟ හමන
image262/line_013.png,මේ ගම ගැන අපූරු මතක සටහන්
image262/line_014.png,ඇයගේ සිහිනවල තිබිණි.හිමිදිරියේ ම
image262/line_016.png,අවදී වී ගේ අවට සිරියාව අත්
image262/line_017.png,විඳිමින් මේ පුංචි දැරිය ඒ අමුතු ම
image262/line_018.png,සිහින සිතින් මවා ගත්තා ය.
image263/line_001.png,සිබිල් නැන්දා සිතුවම් සහිතව රචනා කළ
image263/line_003.png,අන්තර්ජාතික සම්මානයට පාත්‍ර වූ
image263/line_005.png,ජනප්‍රිය ළමා කතා පොත කුමක් ද?
image263/line_006.png,කුඩ හොරා
image264/line_001.png,මකුළුවා යොසාකුට උදව් කළ නිසා
image264/line_002.png,මකුළුවා හැදිවීමට ජපන් භාෂාවේ
image264/line_003.png,කිමෝනෝ අටක් මහන්න.
image264/line_004.png,සර්පයා යොසාකුගේ රෙදි වියන
image264/line_005.png,කාමරයට පැමිණියේ කෙසේ ද?
image264/line_006.png,කපු පුළුල් පොදියට රින්ගා.
image264/line_007.png,"ඉර,මකුළුවාට උදවු කළේ ඇයි?"
image265/line_027.png,"""වත්ත කෙළවරේ උස් තැනක පිහිටා"
image265/line_029.png,"තිබුණු පොල් මුල උඩයි, මගේ"
image265/line_033.png,"රාජධානය.එතැනයි මගේ මාලිගාව,දිව්‍ය"
image265/line_035.png,"ලෝකය, වනය, සිරිපාද කන්ද, පාසල,"
image265/line_037.png,"නෑ ගෙදර, මඟුල් ගෙදර, ඕනෑ තරම් හීන"
image265/line_039.png,මවන්න මට පුළුවන් වුණ තැනක්
image265/line_042.png,තමයි ඒ පොල් මුල
image266/line_006.png,විරාම ලකුණු
image266/line_009.png,තිත
image266/line_011.png,වාක්‍යයක් අවසන් වන විට තිත
image266/line_014.png,යොදයි.
image266/line_016.png,තාත්තා වැඩට ගියේ ය.
image266/line_019.png,දෙයක් කෙටි කර දැක්වීමේ දී
image266/line_024.png,තිත යොදයි.
image266/line_029.png,පෙරවරු පෙ.ව.
image266/line_031.png,නැවතීම සහිත වාක්‍ය 2ක් පෙළපෙතෙන්
image266/line_034.png,සොයා ලියන්න.
image267/line_001.png,ලිවීම
image267/line_004.png,අමුතු කතා
image267/line_006.png,පින්තූර මගින් කතා කීම ඈත
image267/line_007.png,සිට පැවත එන ක්‍රමයකි
image267/line_009.png,පින්තූර කතා කියවීමට අපි කැමැත්
image267/line_013.png,චිත්‍ර කතා යනු පින්තූර බහුලව භාවිත
image267/line_015.png,කරමින් ඉදිරිපත් කෙරෙන කතන්දර
image267/line_017.png,"වර්ගයකි. ටින් ටින්ගේ වීර ක්‍රියා,"
image267/line_019.png,ඇස්ටරික්ස් ආදිය ලෝකය පුරා
image268/line_003.png,වෛද්‍ය
image268/line_004.png,දෛවය
image268/line_008.png,මෛත්‍රිය
image268/line_017.png,චෛත්‍යය
image268/line_021.png,ශෛල
image269/line_014.png,පැන්සලක් කතා කරයි.
image269/line_018.png,පැන්සලක් කතා කරන විට
image269/line_020.png,අපට හරිම සතුටුය
image269/line_023.png,කතා කරන පැන්සල අපට
image269/line_024.png,ලස්සන අකුරු ලියන්න
image269/line_027.png,උදවු කරයි.
image269/line_028.png,පැන්සල හරිම හොඳයි.
image269/line_029.png,කතා කරන පැන්සල අපට
image269/line_030.png,චිත්‍ර අදින්න බොහෝ උදවු
image269/line_031.png,කරයි.
image269/line_032.png,පැන්සල අපේ යාළුවෙක්.
image270/line_006.png,ක්‍රියාකාරකම
image270/line_013.png,'මගේ රට' ගැන කවියක්
image270/line_019.png,නිර්මාණය කරන්න.
image270/line_029.png,සරු පොළොවක් ඇති මගේ රට
image270/line_031.png,මුහුදෙන් වටවුනු මගේ රට
image270/line_032.png,ඉන්දිය සයුරේ මුතු ඇටයයි මගේ රට
image270/line_033.png,හැම විටම ලස්සනයි මගේ රට
image271/line_001.png,නායක කම ගන්නවා කළු කුකු
image271/line_002.png,හාමි හිතවා ඔන්න දවසක් රතු කු
image271/line_004.png,හාමි වී ටිකක් කනකොට කළු කුකු
image271/line_005.png,හාමි එතනට ඇවිල්ලා ටිකට රණඩු
image271/line_010.png,වුණා.
image272/line_001.png,කුරුලු නාද දසින් නැගෙයි
image272/line_002.png,සිරි නරඹමින් ඡන්න ඇමති
image272/line_003.png,සමඟ උයන කරා යන අතර
image272/line_004.png,සැරමිටියක් ගෙන ගමන්
image272/line_005.png,සිදුහත් කුමරු මඟ දෙපස
image272/line_008.png,කරන මිනිසෙකු දකියි.
image273/line_001.png,ජලය
image273/line_002.png,අපූර්තම දායාදයක් තමයි මේ
image273/line_003.png,සොබාදාම අපට ලබාදුන්
image273/line_004.png,අපට සම්පතක් වෙයි.
image273/line_006.png,මිනිසාගේ ජීවිතය ජීවත්
image273/line_007.png,ජලය අප පරිස්සමෙන්
image273/line_008.png,භාවිතා කළ යුතුය.
image273/line_009.png,කරවීමට උපකාර වන ජලය
image274/line_006.png,මගේ විනෝදාංශය වන්නේ අලංකාර
image274/line_007.png,චිත්‍ර ඇඳීමයි.
image274/line_010.png,මම නිවාඩු කාලයට බොහෝ ම
image274/line_011.png,සතුටින් චිත්‍ර අඳිමි.
image274/line_012.png,මගේ කාමරයේ ද මම ඇඳූ චිත්‍ර
image274/line_015.png,එල්ලා තිබෙයි.
image275/line_003.png,මා දුටු සුන්දර ස්ථානය
image275/line_004.png,මා දුටු සුන්දර ස්ථානය වන්නේ
image275/line_008.png,නුවරඑළිය හෝට්න් තැන්න
image275/line_013.png,එහි වන සතුන්ගේ පරාදීසයක්
image275/line_014.png,"මම එහි ලෝකාන්ත,පුංචි ලෝකා"
image275/line_015.png,නැරඹීමට ගියෙමි.
image275/line_016.png,එහි බොහෝ ඇවිදීමට තිබෙයි.
image275/line_017.png,බේකර්ස් ඇල්ල වගේ බොහෝ දේවල්
image275/line_019.png,හෝට්න් තැන්න බොහෝ
image275/line_022.png,චමත්කාර ය.
image276/line_001.png,කරමි.
image276/line_002.png,මම වෛද්‍යවරියක් වී රටට සේවය
image276/line_003.png,වෛද්‍යවරියක් වීමයි.
image276/line_004.png,මගේ අනාගත බලාපොරොත්තුව මාතෘකාවට
image276/line_005.png,මම වෛද්‍යවරියක් වීම ගැන මගේ
